Day,Price,Temperature,Precipitation,SnowDepth,SunshineHours,Month,DayOfWeek,Season,Price_lag_1,Price_lag_2,Price_lag_3,Price_lag_4,Price_lag_5,Price_lag_6,Price_lag_7,Price_MA7,Temp_MA7
2017-11-16,30.743750000000002,2.0104477611940297,2.7739999999999996,0.00393939393939394,261.32037037037037,11,3,4,31.120833333333334,31.841250000000002,31.954166666666666,29.777916666666666,28.756249999999998,29.168333333333333,29.286666666666665,30.480357142857144,1.5226012793176973
2017-11-17,29.226666666666663,4.892537313432836,1.9769999999999999,0.0011940298507462687,327.6166666666666,11,4,4,30.743750000000002,31.120833333333334,31.841250000000002,31.954166666666666,29.777916666666666,28.756249999999998,29.168333333333333,30.488690476190477,1.5761194029850747
2017-11-18,27.24875,3.1343283582089554,2.7489999999999997,0.00016666666666666666,94.24444444444445,11,5,4,29.226666666666663,30.743750000000002,31.120833333333334,31.841250000000002,31.954166666666666,29.777916666666666,28.756249999999998,30.273333333333337,1.6349680170575696
2017-11-19,28.609166666666667,-0.1298507462686567,2.2159999999999997,0.004677419354838709,37.333333333333336,11,6,4,27.24875,29.226666666666663,30.743750000000002,31.120833333333334,31.841250000000002,31.954166666666666,29.777916666666666,30.106369047619047,1.6253731343283582
2017-11-20,39.64416666666667,-2.3701492537313436,0.5,0.01546875,140.9888888888889,11,0,4,28.609166666666667,27.24875,29.226666666666663,30.743750000000002,31.120833333333334,31.841250000000002,31.954166666666666,31.204940476190476,1.3454157782515992
2017-11-21,48.77583333333333,-3.206060606060606,0.767,0.01640625,49.5574074074074,11,1,4,39.64416666666667,28.609166666666667,27.24875,29.226666666666663,30.743750000000002,31.120833333333334,31.841250000000002,33.62416666666667,0.9306907023324934
2017-11-22,31.156666666666666,-0.4393939393939394,13.045,0.018676470588235294,1.7203703703703703,11,2,4,48.77583333333333,39.64416666666667,28.609166666666667,27.24875,29.226666666666663,30.743750000000002,31.120833333333334,33.629285714285714,0.5559798410544678
2017-11-23,28.118333333333336,6.974242424242425,3.023,0.011304347826086957,19.29074074074074,11,3,4,31.156666666666666,48.77583333333333,39.64416666666667,28.609166666666667,27.24875,29.226666666666663,30.743750000000002,33.25422619047619,1.2650933643470956
2017-11-24,31.719583333333333,4.407575757575757,0.44,0.00043478260869565214,128.3777777777778,11,4,4,28.118333333333336,31.156666666666666,48.77583333333333,39.64416666666667,28.609166666666667,27.24875,29.226666666666663,33.61035714285715,1.1958131420817988
2017-11-25,30.438333333333333,1.559090909090909,0.475,0.00031746031746031746,120.60185185185186,11,5,4,31.719583333333333,28.118333333333336,31.156666666666666,48.77583333333333,39.64416666666667,28.609166666666667,27.24875,34.06601190476191,0.9707792207792207
2017-11-26,28.664583333333336,2.0424242424242425,4.801,0.0004838709677419355,50.290740740740745,11,6,4,30.438333333333333,31.719583333333333,28.118333333333336,31.156666666666666,48.77583333333333,39.64416666666667,28.609166666666667,34.073928571428574,1.2811042191639206
2017-11-27,32.526666666666664,2.566666666666667,5.479,0.0012121212121212121,49.409259259259265,11,0,4,28.664583333333336,30.438333333333333,31.719583333333333,28.118333333333336,31.156666666666666,48.77583333333333,39.64416666666667,33.05714285714286,1.9863636363636366
2017-11-28,37.00333333333334,2.1015151515151516,8.112,0.005384615384615384,26.020370370370372,11,1,4,32.526666666666664,28.664583333333336,30.438333333333333,31.719583333333333,28.118333333333336,31.156666666666666,48.77583333333333,31.375357142857144,2.7445887445887442
2017-11-29,48.10333333333333,1.5545454545454545,2.529,0.02298507462686567,13.79814814814815,11,2,4,37.00333333333334,32.526666666666664,28.664583333333336,30.438333333333333,31.719583333333333,28.118333333333336,31.156666666666666,33.79630952380952,3.0294372294372294
2017-11-30,44.15708333333333,0.3075757575757576,0.669,0.036470588235294116,24.27592592592593,11,3,4,48.10333333333333,37.00333333333334,32.526666666666664,28.664583333333336,30.438333333333333,31.719583333333333,28.118333333333336,36.087559523809524,2.077056277056277
2017-12-01,39.434999999999995,-0.41060606060606064,0.5333333333333333,0.034788732394366195,40.718518518518515,12,4,1,44.15708333333333,48.10333333333333,37.00333333333334,32.526666666666664,28.664583333333336,30.438333333333333,31.719583333333333,37.1897619047619,1.3887445887445888
2017-12-02,30.517083333333332,-0.23030303030303031,0.7262626262626263,0.0325,96.2462962962963,12,5,1,39.434999999999995,44.15708333333333,48.10333333333333,37.00333333333334,32.526666666666664,28.664583333333336,30.438333333333333,37.201011904761906,1.1331168831168832
2017-12-03,29.141666666666666,2.126865671641791,0.5303030303030303,0.0245,132.53703703703707,12,6,1,30.517083333333332,39.434999999999995,44.15708333333333,48.10333333333333,37.00333333333334,32.526666666666664,28.664583333333336,37.26916666666666,1.1451799444336757
2017-12-04,34.663333333333334,-2.056060606060606,0.03333333333333333,0.025223880597014924,253.84444444444443,12,0,1,29.141666666666666,30.517083333333332,39.434999999999995,44.15708333333333,48.10333333333333,37.00333333333334,32.526666666666664,37.57440476190476,0.48479033404406546
2017-12-05,30.569166666666664,-0.11363636363636363,1.7686868686868686,0.025797101449275363,4.518518518518519,12,1,1,34.663333333333334,29.141666666666666,30.517083333333332,39.434999999999995,44.15708333333333,48.10333333333333,37.00333333333334,36.65523809523809,0.16834011759384895
2017-12-06,31.069999999999997,0.10909090909090906,6.692929292929293,0.025230769230769234,9.350000000000001,12,2,1,30.569166666666664,34.663333333333334,29.141666666666666,30.517083333333332,39.434999999999995,44.15708333333333,48.10333333333333,34.22190476190476,-0.03815338889965756
2017-12-07,28.267083333333332,4.75,3.503030303030303,0.0353030303030303,0.05,12,3,1,31.069999999999997,30.569166666666664,34.663333333333334,29.141666666666666,30.517083333333332,39.434999999999995,44.15708333333333,31.95190476190476,0.5964786457323771
2017-12-08,26.179166666666664,4.112121212121211,0.9585858585858587,0.012575757575757577,85.96111111111111,12,4,1,28.267083333333332,31.069999999999997,30.569166666666664,34.663333333333334,29.141666666666666,30.517083333333332,39.434999999999995,30.058214285714286,1.242582541836273
2017-12-09,27.28375,1.8955223880597014,0.6898989898989899,0.012063492063492064,46.17037037037037,12,5,1,26.179166666666664,28.267083333333332,31.069999999999997,30.569166666666664,34.663333333333334,29.141666666666666,30.517083333333332,29.596309523809527,1.5462718873166634
2017-12-10,28.367500000000003,-0.6484848484848484,1.791919191919192,0.01540983606557377,83.05925925925925,12,6,1,27.28375,26.179166666666664,28.267083333333332,31.069999999999997,30.569166666666664,34.663333333333334,29.141666666666666,29.485714285714288,1.1497932415842862
2017-12-11,40.799166666666665,-1.1818181818181819,5.233673469387755,0.031,13.203703703703704,12,0,1,28.367500000000003,27.28375,26.179166666666664,28.267083333333332,31.069999999999997,30.569166666666664,34.663333333333334,30.362261904761905,1.2746850164760613
2017-12-12,33.25791666666667,-1.3136363636363637,2.436734693877551,0.07014705882352942,49.177777777777784,12,1,1,40.799166666666665,28.367500000000003,27.28375,26.179166666666664,28.267083333333332,31.069999999999997,30.569166666666664,30.746369047619048,1.1032564450474898
2017-12-13,29.38,-1.0954545454545455,4.206122448979592,0.06857142857142857,21.583333333333332,12,2,1,33.25791666666667,40.799166666666665,28.367500000000003,27.28375,26.179166666666664,28.267083333333332,31.069999999999997,30.504940476190477,0.9311785229695676
2017-12-14,30.43041666666667,1.1149253731343285,5.121428571428571,0.0625,0.0,12,3,1,29.38,33.25791666666667,40.799166666666665,28.367500000000003,27.28375,26.179166666666664,28.267083333333332,30.813988095238095,0.4118821477030431
2017-12-15,36.81041666666667,0.5757575757575758,1.5071428571428571,0.06852941176470588,47.27777777777778,12,4,1,30.43041666666667,29.38,33.25791666666667,40.799166666666665,28.367500000000003,27.28375,26.179166666666664,32.33273809523809,-0.09331265749176197
2017-12-16,30.96375,-0.8348484848484848,1.7663265306122449,0.07650793650793651,3.4037037037037035,12,5,1,36.81041666666667,30.43041666666667,29.38,33.25791666666667,40.799166666666665,28.367500000000003,27.28375,32.85845238095238,-0.48336563933578863
2017-12-17,30.298333333333332,-5.451515151515152,0.08061224489795919,0.08921875,197.03518518518518,12,6,1,30.96375,36.81041666666667,30.43041666666667,29.38,33.25791666666667,40.799166666666665,28.367500000000003,33.13428571428572,-1.169512825482975
2017-12-18,40.77333333333333,-0.5121212121212121,0.8112244897959183,0.08217391304347826,32.77222222222222,12,0,1,30.298333333333332,30.96375,36.81041666666667,30.43041666666667,29.38,33.25791666666667,40.799166666666665,33.13059523809524,-1.0738418298119792
2017-12-19,46.37583333333333,-1.012121212121212,0.22244897959183674,0.06707692307692308,26.857407407407408,12,1,1,40.77333333333333,30.298333333333332,30.96375,36.81041666666667,30.43041666666667,29.38,33.25791666666667,35.004583333333336,-1.030768236738386
2017-12-20,31.412499999999998,2.375757575757576,0.673469387755102,0.06171875,17.04259259259259,12,2,1,46.37583333333333,40.77333333333333,30.298333333333332,30.96375,36.81041666666667,30.43041666666667,29.38,35.29494047619048,-0.5348807908509401
2017-12-21,29.318749999999998,0.5393939393939394,0.02040816326530612,0.04046153846153846,107.5074074074074,12,3,1,31.412499999999998,46.37583333333333,40.77333333333333,30.298333333333332,30.96375,36.81041666666667,30.43041666666667,35.13613095238095,-0.6170995670995671
2017-12-22,28.957916666666666,-0.7151515151515151,1.596938775510204,0.035,169.11111111111111,12,4,1,29.318749999999998,31.412499999999998,46.37583333333333,40.77333333333333,30.298333333333332,30.96375,36.81041666666667,34.01434523809524,-0.8015151515151515
2017-12-23,17.27958333333333,4.374242424242424,2.253061224489796,0.026724137931034484,0.0,12,5,1,28.957916666666666,29.318749999999998,31.412499999999998,46.37583333333333,40.77333333333333,30.298333333333332,30.96375,32.059464285714284,-0.05735930735930734
2017-12-24,23.80333333333333,1.4227272727272728,1.0744897959183672,0.02180327868852459,3.155555555555556,12,6,1,17.27958333333333,28.957916666666666,29.318749999999998,31.412499999999998,46.37583333333333,40.77333333333333,30.298333333333332,31.131607142857142,0.9246753246753248
2017-12-25,26.050416666666667,2.624242424242424,5.793877551020408,0.01901639344262295,0.0,12,0,1,23.80333333333333,17.27958333333333,28.957916666666666,29.318749999999998,31.412499999999998,46.37583333333333,40.77333333333333,29.028333333333332,1.3727272727272728
2017-12-26,25.460416666666664,3.35,4.295918367346939,0.023278688524590162,1.2944444444444445,12,1,1,26.050416666666667,23.80333333333333,17.27958333333333,28.957916666666666,29.318749999999998,31.412499999999998,46.37583333333333,26.040416666666665,1.9958874458874458
2017-12-27,29.005,2.7045454545454546,3.1479591836734695,0.03,34.09444444444445,12,2,1,25.460416666666664,26.050416666666667,23.80333333333333,17.27958333333333,28.957916666666666,29.318749999999998,31.412499999999998,25.69648809523809,2.042857142857143
2017-12-28,31.450416666666666,2.7954545454545454,3.9040816326530616,0.031406250000000004,1.9425925925925926,12,3,1,29.005,25.460416666666664,26.050416666666667,23.80333333333333,17.27958333333333,28.957916666666666,29.318749999999998,26.001011904761903,2.3651515151515157
2017-12-29,28.640416666666667,1.6939393939393939,0.7316326530612245,0.032459016393442626,63.82777777777777,12,4,1,31.450416666666666,29.005,25.460416666666664,26.050416666666667,23.80333333333333,17.27958333333333,28.957916666666666,25.95565476190476,2.7093073593073593
2017-12-30,26.838333333333335,0.3090909090909091,2.307142857142857,0.034032258064516124,65.1537037037037,12,5,1,28.640416666666667,31.450416666666666,29.005,25.460416666666664,26.050416666666667,23.80333333333333,17.27958333333333,27.321190476190477,2.1285714285714286
2017-12-31,26.686666666666667,1.0196969696969695,5.961224489795919,0.04253731343283582,0.2111111111111111,12,6,1,26.838333333333335,28.640416666666667,31.450416666666666,29.005,25.460416666666664,26.050416666666667,23.80333333333333,27.73309523809524,2.070995670995671
2018-01-01,24.459999999999997,2.495454545454545,4.791836734693878,0.05555555555555555,1.0462962962962965,1,0,1,26.686666666666667,26.838333333333335,28.640416666666667,31.450416666666666,29.005,25.460416666666664,26.050416666666667,27.50589285714286,2.0525974025974025
2018-01-02,31.599999999999998,2.5727272727272728,0.38163265306122446,0.046764705882352944,75.71851851851851,1,1,1,24.459999999999997,26.686666666666667,26.838333333333335,28.640416666666667,31.450416666666666,29.005,25.460416666666664,28.382976190476192,1.9415584415584415
2018-01-03,28.8,1.5984848484848484,4.089795918367347,0.042727272727272725,8.255555555555555,1,2,1,31.599999999999998,24.459999999999997,26.686666666666667,26.838333333333335,28.640416666666667,31.450416666666666,29.005,28.353690476190476,1.7835497835497836
2018-01-04,31.97083333333333,1.690909090909091,4.782653061224489,0.040615384615384616,1.3351851851851853,1,3,1,28.8,31.599999999999998,24.459999999999997,26.686666666666667,26.838333333333335,28.640416666666667,31.450416666666666,28.42803571428571,1.6257575757575757
2018-01-05,31.11916666666667,-0.01515151515151513,0.6091836734693877,0.05348484848484848,0.0,1,4,1,31.97083333333333,28.8,31.599999999999998,24.459999999999997,26.686666666666667,26.838333333333335,28.640416666666667,28.782142857142855,1.3816017316017317
2018-01-06,31.076666666666668,-4.195454545454545,0.03469387755102041,0.0525,91.08148148148149,1,5,1,31.11916666666667,31.97083333333333,28.8,31.599999999999998,24.459999999999997,26.686666666666667,26.838333333333335,29.387619047619047,0.738095238095238
2018-01-07,28.366249999999997,-4.0,0.0,0.042222222222222223,251.2351851851852,1,6,1,31.076666666666668,31.11916666666667,31.97083333333333,28.8,31.599999999999998,24.459999999999997,26.686666666666667,29.62755952380952,0.020995670995670932
2018-01-08,32.16708333333333,-1.459090909090909,0.0010204081632653062,0.04753623188405797,259.89629629629627,1,0,1,28.366249999999997,31.076666666666668,31.11916666666667,31.97083333333333,28.8,31.599999999999998,24.459999999999997,30.728571428571424,-0.5439393939393938
2018-01-09,30.16333333333333,-3.0348484848484847,0.01020408163265306,0.04652173913043478,183.47777777777776,1,1,1,32.16708333333333,28.366249999999997,31.076666666666668,31.11916666666667,31.97083333333333,28.8,31.599999999999998,30.523333333333333,-1.3450216450216448
2018-01-10,40.02041666666667,-3.9439393939393943,1.7989795918367348,0.04594202898550725,68.85925925925926,1,2,1,30.16333333333333,32.16708333333333,28.366249999999997,31.076666666666668,31.11916666666667,31.97083333333333,28.8,32.126250000000006,-2.136796536796537
2018-01-11,43.02583333333333,-1.943939393939394,0.4102040816326531,0.04441176470588235,0.2740740740740741,1,3,1,40.02041666666667,30.16333333333333,32.16708333333333,28.366249999999997,31.076666666666668,31.11916666666667,31.97083333333333,33.705535714285716,-2.6560606060606062
2018-01-12,35.78,-1.187878787878788,0.24285714285714285,0.04701492537313433,0.0,1,4,1,43.02583333333333,40.02041666666667,30.16333333333333,32.16708333333333,28.366249999999997,31.076666666666668,31.11916666666667,34.37136904761905,-2.8235930735930737
2018-01-13,31.12375,-1.3454545454545455,0.0010204081632653062,0.05109375,0.0,1,5,1,35.78,43.02583333333333,40.02041666666667,30.16333333333333,32.16708333333333,28.366249999999997,31.076666666666668,34.378095238095234,-2.416450216450216
2018-01-14,29.762083333333333,-1.6227272727272726,0.24081632653061225,0.0503125,0.0,1,6,1,31.12375,35.78,43.02583333333333,40.02041666666667,30.16333333333333,32.16708333333333,28.366249999999997,34.5775,-2.076839826839827
2018-01-15,28.131249999999998,-1.7696969696969695,2.771428571428572,0.051884057971014495,0.0,1,0,1,29.762083333333333,31.12375,35.78,43.02583333333333,40.02041666666667,30.16333333333333,32.16708333333333,34.000952380952384,-2.121212121212121
2018-01-16,31.059583333333336,0.16417910447761194,6.66530612244898,0.07328358208955224,3.372222222222222,1,1,1,28.131249999999998,29.762083333333333,31.12375,35.78,43.02583333333333,40.02041666666667,30.16333333333333,34.12898809523809,-1.6642081798798218
2018-01-17,33.67125,-0.959090909090909,3.6724489795918367,0.12228571428571429,2.0055555555555555,1,2,1,31.059583333333336,28.131249999999998,29.762083333333333,31.12375,35.78,43.02583333333333,40.02041666666667,33.221964285714286,-1.2378012534728953
2018-01-18,35.7425,-1.996969696969697,1.1663265306122448,0.14835820895522386,3.177777777777778,1,3,1,33.67125,31.059583333333336,28.131249999999998,29.762083333333333,31.12375,35.78,43.02583333333333,32.181488095238095,-1.2453770110486528
2018-01-19,40.29541666666667,-3.0257575757575754,0.3673469387755102,0.16671641791044775,110.12962962962962,1,4,1,35.7425,33.67125,31.059583333333336,28.131249999999998,29.762083333333333,31.12375,35.78,32.82654761904762,-1.5079311236027653
2018-01-20,34.55083333333334,-2.9242424242424243,0.49387755102040815,0.16419354838709677,92.21481481481482,1,5,1,40.29541666666667,35.7425,33.67125,31.059583333333336,28.131249999999998,29.762083333333333,31.12375,33.31613095238095,-1.7334722491438908
2018-01-21,34.63583333333333,-5.221212121212122,0.03877551020408163,0.15634920634920635,188.27222222222224,1,6,1,34.55083333333334,40.29541666666667,35.7425,33.67125,31.059583333333336,28.131249999999998,29.762083333333333,34.01238095238095,-2.247541513213155
2018-01-22,40.2575,-4.963636363636364,0.04183673469387755,0.1576923076923077,29.48148148148148,1,0,1,34.63583333333333,34.55083333333334,40.29541666666667,35.7425,33.67125,31.059583333333336,28.131249999999998,35.74470238095238,-2.703818569490211
2018-01-23,36.55458333333333,-2.6954545454545453,8.235714285714286,0.156984126984127,19.950000000000003,1,1,1,40.2575,34.63583333333333,34.55083333333334,40.29541666666667,35.7425,33.67125,31.059583333333336,36.52970238095238,-3.112337662337662
2018-01-24,28.175833333333333,3.7522388059701495,3.8520408163265305,0.16588235294117645,37.65555555555556,1,2,1,36.55458333333333,40.2575,34.63583333333333,34.55083333333334,40.29541666666667,35.7425,33.67125,35.74464285714286,-2.4392905601860826
2018-01-25,28.079583333333332,4.777272727272727,0.29285714285714287,0.0823943661971831,242.67592592592595,1,3,1,28.175833333333333,36.55458333333333,40.2575,34.63583333333333,34.55083333333334,40.29541666666667,35.7425,34.64994047619048,-1.4715416424371648
2018-01-26,32.39541666666667,3.0757575757575757,0.8744897959183674,0.07397058823529412,82.92962962962963,1,4,1,28.079583333333332,28.175833333333333,36.55458333333333,40.2575,34.63583333333333,34.55083333333334,40.29541666666667,33.52136904761905,-0.5998966207921431
2018-01-27,31.295416666666668,-0.8954545454545455,4.878571428571429,0.06292307692307691,303.2648148148148,1,5,1,32.39541666666667,28.079583333333332,28.175833333333333,36.55458333333333,40.2575,34.63583333333333,34.55083333333334,33.056309523809524,-0.31006978096530335
2018-01-28,28.11708333333333,2.066666666666667,2.212244897959184,0.08129032258064516,24.644444444444446,1,6,1,31.295416666666668,32.39541666666667,28.079583333333332,28.175833333333333,36.55458333333333,40.2575,34.63583333333333,32.125059523809526,0.7310557601602378
2018-01-29,29.649583333333336,0.8272727272727273,6.976530612244899,0.07897058823529413,0.0,1,0,1,28.11708333333333,31.295416666666668,32.39541666666667,28.079583333333332,28.175833333333333,36.55458333333333,40.2575,30.609642857142855,1.5583284874329653
2018-01-30,32.32041666666667,-1.3257575757575757,0.8479591836734693,0.11104477611940299,141.54444444444445,1,1,1,29.649583333333336,28.11708333333333,31.295416666666668,32.39541666666667,28.079583333333332,28.175833333333333,36.55458333333333,30.00476190476191,1.753999483103961
2018-01-31,29.797083333333333,0.646969696969697,9.076767676767677,0.1047945205479452,0.0,1,2,1,32.32041666666667,29.649583333333336,28.11708333333333,31.295416666666668,32.39541666666667,28.079583333333332,28.175833333333333,30.236369047619046,1.3103896103896104
2018-02-01,30.541666666666668,0.7287878787878788,4.587878787878788,0.11788732394366196,59.946296296296296,2,3,1,29.797083333333333,32.32041666666667,29.649583333333336,28.11708333333333,31.295416666666668,32.39541666666667,28.079583333333332,30.58809523809524,0.7320346320346321
2018-02-02,35.52833333333333,-4.059090909090909,3.362626262626262,0.13850746268656716,21.724074074074075,2,4,1,30.541666666666668,29.797083333333333,32.32041666666667,29.649583333333336,28.11708333333333,31.295416666666668,32.39541666666667,31.03565476190476,-0.28722943722943706
2018-02-03,34.32791666666667,-4.78939393939394,1.2141414141414142,0.17688524590163937,36.03888888888889,2,5,1,35.52833333333333,30.541666666666668,29.797083333333333,32.32041666666667,29.649583333333336,28.11708333333333,31.295416666666668,31.468869047619048,-0.8435064935064934
2018-02-04,33.568333333333335,-5.940909090909091,0.2,0.19301587301587303,159.6037037037037,2,6,1,34.32791666666667,35.52833333333333,30.541666666666668,29.797083333333333,32.32041666666667,29.649583333333336,28.11708333333333,32.24761904761905,-1.9874458874458871
2018-02-05,51.71125,-9.015151515151516,0.16262626262626265,0.19043478260869567,205.39814814814815,2,0,1,33.568333333333335,34.32791666666667,35.52833333333333,30.541666666666668,29.797083333333333,32.32041666666667,29.649583333333336,35.39928571428572,-3.3935064935064934
2018-02-06,47.56583333333333,-7.283333333333333,0.26262626262626265,0.1798507462686567,8.75,2,1,1,51.71125,33.568333333333335,34.32791666666667,35.52833333333333,30.541666666666668,29.797083333333333,32.32041666666667,37.57720238095238,-4.244588744588745
2018-02-07,45.76208333333333,-5.392424242424242,0.8101010101010101,0.18705882352941178,75.53888888888889,2,2,1,47.56583333333333,51.71125,33.568333333333335,34.32791666666667,35.52833333333333,30.541666666666668,29.797083333333333,39.85791666666667,-5.1073593073593075
2018-02-08,40.07083333333333,-2.0257575757575754,0.1,0.1818840579710145,112.97592592592592,2,3,1,45.76208333333333,47.56583333333333,51.71125,33.568333333333335,34.32791666666667,35.52833333333333,30.541666666666668,41.21922619047619,-5.5008658008658005
2018-02-09,32.26958333333334,-2.0757575757575757,0.00707070707070707,0.1711764705882353,331.1203703703704,2,4,1,40.07083333333333,45.76208333333333,47.56583333333333,51.71125,33.568333333333335,34.32791666666667,35.52833333333333,40.75369047619048,-5.217532467532467
2018-02-10,32.21541666666666,-2.3303030303030305,0.06868686868686869,0.176984126984127,27.877777777777776,2,5,1,32.26958333333334,40.07083333333333,45.76208333333333,47.56583333333333,51.71125,33.568333333333335,34.32791666666667,40.45190476190476,-4.8662337662337665
2018-02-11,29.70875,-1.9333333333333333,2.806060606060606,0.17234375,0.2518518518518518,2,6,1,32.21541666666666,32.26958333333334,40.07083333333333,45.76208333333333,47.56583333333333,51.71125,33.568333333333335,39.90053571428571,-4.293722943722943
2018-02-12,31.409583333333334,0.5939393939393939,3.5828282828282827,0.1827536231884058,12.155555555555557,2,0,1,29.70875,32.21541666666666,32.26958333333334,40.07083333333333,45.76208333333333,47.56583333333333,51.71125,37.000297619047615,-2.9209956709956706
2018-02-13,37.24583333333333,-0.09393939393939393,0.2545454545454545,0.18880597014925374,210.5388888888889,2,1,1,31.409583333333334,29.70875,32.21541666666666,32.26958333333334,40.07083333333333,45.76208333333333,47.56583333333333,35.5260119047619,-1.8939393939393934
2018-02-14,35.83541666666667,-0.39999999999999997,0.013131313131313133,0.16895522388059703,117.8037037037037,2,2,1,37.24583333333333,31.409583333333334,29.70875,32.21541666666666,32.26958333333334,40.07083333333333,45.76208333333333,34.10791666666667,-1.1807359307359306
2018-02-15,32.68125,-1.006060606060606,1.2545454545454546,0.16783783783783784,91.85740740740741,2,3,1,35.83541666666667,37.24583333333333,31.409583333333334,29.70875,32.21541666666666,32.26958333333334,40.07083333333333,33.0522619047619,-1.0350649350649348
2018-02-16,36.104166666666664,-0.3378787878787879,1.6626262626262627,0.19115942028985505,12.033333333333333,2,4,1,32.68125,35.83541666666667,37.24583333333333,31.409583333333334,29.70875,32.21541666666666,32.26958333333334,33.60005952380952,-0.7867965367965366
2018-02-17,38.20291666666667,-1.6954545454545453,0.098989898989899,0.20031746031746034,52.092592592592595,2,5,1,36.104166666666664,32.68125,35.83541666666667,37.24583333333333,31.409583333333334,29.70875,32.21541666666666,34.455416666666665,-0.6961038961038959
2018-02-18,36.16916666666666,-1.0712121212121213,3.9171717171717173,0.19265625,31.098148148148148,2,6,1,38.20291666666667,36.104166666666664,32.68125,35.83541666666667,37.24583333333333,31.409583333333334,29.70875,35.37833333333333,-0.5729437229437225
2018-02-19,47.98708333333334,-1.7727272727272727,2.118181818181818,0.23,0.09444444444444446,2,0,1,36.16916666666666,38.20291666666667,36.104166666666664,32.68125,35.83541666666667,37.24583333333333,31.409583333333334,37.74654761904761,-0.9110389610389608
2018-02-20,48.65,-4.792424242424243,0.4434343434343434,0.22676923076923078,142.95925925925926,2,1,1,47.98708333333334,36.16916666666666,38.20291666666667,36.104166666666664,32.68125,35.83541666666667,37.24583333333333,39.37571428571429,-1.582251082251082
2018-02-21,46.94291666666667,-5.424242424242424,0.3060606060606061,0.23507462686567165,76.45370370370371,2,2,1,48.65,47.98708333333334,36.16916666666666,38.20291666666667,36.104166666666664,32.68125,35.83541666666667,40.9625,-2.3
2018-02-22,48.29666666666666,-5.390909090909091,0.21010101010101012,0.24029411764705882,69.87037037037038,2,3,1,46.94291666666667,48.65,47.98708333333334,36.16916666666666,38.20291666666667,36.104166666666664,32.68125,43.19327380952381,-2.9264069264069263
2018-02-23,44.595416666666665,-4.221212121212122,0.3,0.24061538461538462,62.790740740740745,2,4,1,48.29666666666666,46.94291666666667,48.65,47.98708333333334,36.16916666666666,38.20291666666667,36.104166666666664,44.40630952380952,-3.481168831168831
2018-02-24,38.46125,-7.204545454545454,0.6333333333333334,0.23953125,303.3333333333333,2,5,1,44.595416666666665,48.29666666666666,46.94291666666667,48.65,47.98708333333334,36.16916666666666,38.20291666666667,44.44321428571429,-4.268181818181818
2018-02-25,38.56541666666667,-8.74090909090909,0.609090909090909,0.24682539682539684,362.0111111111111,2,6,1,38.46125,44.595416666666665,48.29666666666666,46.94291666666667,48.65,47.98708333333334,36.16916666666666,44.78553571428571,-5.363852813852814
2018-02-26,45.92666666666667,-8.092424242424244,1.568686868686869,0.24814285714285716,182.85000000000002,2,0,1,38.56541666666667,38.46125,44.595416666666665,48.29666666666666,46.94291666666667,48.65,47.98708333333334,44.491190476190475,-6.266666666666666
2018-02-27,47.07333333333333,-10.66060606060606,1.8373737373737373,0.26235294117647057,188.55370370370372,2,1,1,45.92666666666667,38.56541666666667,38.46125,44.595416666666665,48.29666666666666,46.94291666666667,48.65,44.265952380952385,-7.104978354978355
2018-02-28,48.41791666666666,-11.461194029850747,0.6080808080808081,0.2756338028169014,227.60185185185188,2,2,1,47.07333333333333,45.92666666666667,38.56541666666667,38.46125,44.595416666666665,48.29666666666666,46.94291666666667,44.476666666666674,-7.967400012922401
2018-03-01,93.13625,-9.401492537313432,0.32448979591836735,0.2636764705882353,186.39999999999998,3,3,2,48.41791666666666,47.07333333333333,45.92666666666667,38.56541666666667,38.46125,44.595416666666665,48.29666666666666,50.88232142857142,-8.540340505265878
2018-03-02,57.50541666666667,-7.165671641791045,0.23775510204081635,0.2549253731343284,83.1,3,4,2,93.13625,48.41791666666666,47.07333333333333,45.92666666666667,38.56541666666667,38.46125,44.595416666666665,52.72660714285714,-8.960977579634296
2018-03-03,43.28958333333333,-6.16969696969697,0.2663265306122449,0.25016129032258067,180.73703703703703,3,5,2,57.50541666666667,93.13625,48.41791666666666,47.07333333333333,45.92666666666667,38.56541666666667,38.46125,53.41636904761905,-8.813142081798798
2018-03-04,41.024166666666666,-5.245454545454545,0.3020408163265306,0.25396825396825395,106.8851851851852,3,6,2,43.28958333333333,57.50541666666667,93.13625,48.41791666666666,47.07333333333333,45.92666666666667,38.56541666666667,53.76761904761905,-8.313791432448149
2018-03-05,52.09583333333333,-4.4393939393939394,2.955102040816327,0.25220588235294117,21.08888888888889,3,0,2,41.024166666666666,43.28958333333333,57.50541666666667,93.13625,48.41791666666666,47.07333333333333,45.92666666666667,54.64892857142858,-7.7919299605866765
2018-03-06,48.568333333333335,-2.1712121212121214,0.3326530612244898,0.27602941176470586,0.2777777777777778,3,1,2,52.09583333333333,41.024166666666666,43.28958333333333,57.50541666666667,93.13625,48.41791666666666,47.07333333333333,54.8625,-6.579159397816114
2018-03-07,47.15625,-1.2803030303030303,0.6846938775510204,0.2694029850746269,123.0685185185185,3,2,2,48.568333333333335,52.09583333333333,41.024166666666666,43.28958333333333,57.50541666666667,93.13625,48.41791666666666,54.6822619047619,-5.124746397880726
