Datum,Lufttemperatur,Kvalitet
2014-08-14,16.4,Y
2014-08-15,16.5,Y
2014-08-16,16.6,Y
2014-08-17,15.7,Y
2014-08-18,15.8,Y
2014-08-19,15.3,Y
2014-08-20,15.5,Y
2014-08-21,15.4,Y
2014-08-22,15.7,Y
2014-08-23,11.2,Y
2014-08-24,13.7,Y
2014-08-25,13.8,Y
2014-08-26,12.4,Y
2014-08-27,15.4,Y
2014-08-28,15.3,Y
2014-08-29,14.3,Y
2014-08-30,12.8,Y
2014-08-31,12.4,Y
2014-09-01,14.8,Y
2014-09-02,13.5,Y
2014-09-03,16.2,Y
2014-09-04,16.7,Y
2014-09-05,16.2,Y
2014-09-06,16.2,Y
2014-09-07,16.7,Y
2014-09-08,16.6,Y
2014-09-09,15.1,Y
2014-09-10,15.1,Y
2014-09-11,15.0,Y
2014-09-12,15.9,Y
2014-09-13,15.4,Y
2014-09-14,13.5,Y
2014-09-15,12.9,Y
2014-09-16,12.7,Y
2014-09-17,12.5,Y
2014-09-18,13.6,Y
2014-09-19,13.8,Y
2014-09-20,14.2,Y
2014-09-21,14.0,Y
2014-09-22,9.4,Y
2014-09-23,5.3,Y
2014-09-24,5.9,Y
2014-09-25,8.1,Y
2014-09-26,10.3,Y
2014-09-27,12.7,Y
2014-09-28,13.8,Y
2014-09-29,11.9,Y
2014-09-30,7.6,Y
2014-10-01,7.2,Y
2014-10-02,11.0,Y
2014-10-03,12.9,Y
2014-10-04,12.3,Y
2014-10-05,12.5,Y
2014-10-06,8.3,Y
2014-10-07,9.4,Y
2014-10-08,11.7,Y
2014-10-09,11.2,Y
2014-10-10,12.6,Y
2014-10-11,9.9,Y
2014-10-12,9.9,Y
2014-10-13,9.5,Y
2014-10-14,9.3,Y
2014-10-15,7.8,Y
2014-10-16,5.6,Y
2014-10-17,6.0,Y
2014-10-18,7.7,Y
2014-10-19,12.6,Y
2014-10-20,9.7,Y
2014-10-21,7.1,Y
2014-10-22,4.1,Y
2014-10-23,4.5,Y
2014-10-24,7.6,Y
2014-10-25,9.9,Y
2014-10-26,11.2,Y
2014-10-27,13.5,Y
2014-10-28,13.8,Y
2014-10-29,8.6,Y
2014-10-30,2.5,Y
2014-10-31,1.0,Y
2014-11-01,6.8,Y
2014-11-02,11.0,Y
2014-11-03,11.4,Y
2014-11-04,11.0,Y
2014-11-05,5.4,Y
2014-11-06,2.1,Y
2014-11-07,2.8,Y
2014-11-08,4.2,Y
2014-11-09,6.9,Y
2014-11-10,8.5,Y
2014-11-11,7.5,Y
2014-11-12,5.1,Y
2014-11-13,7.4,Y
2014-11-14,6.3,Y
2014-11-15,6.8,Y
2014-11-16,5.9,Y
2014-11-17,5.1,Y
2014-11-18,5.8,Y
2014-11-19,4.0,Y
2014-11-20,4.7,Y
2014-11-21,2.6,Y
2014-11-22,2.6,Y
2014-11-23,4.8,Y
2014-11-24,6.5,Y
2014-11-25,2.9,Y
2014-11-26,-0.0,Y
2014-11-27,2.4,Y
2014-11-28,2.7,Y
2014-11-29,1.7,Y
2014-11-30,0.7,Y
2014-12-01,1.2,Y
2014-12-02,2.4,Y
2014-12-03,0.2,Y
2014-12-04,2.7,Y
2014-12-05,2.8,Y
2014-12-06,-0.2,Y
2014-12-07,2.5,Y
2014-12-08,2.2,Y
2014-12-09,2.0,Y
2014-12-10,3.5,Y
2014-12-11,4.0,Y
2014-12-12,1.6,Y
2014-12-13,1.6,Y
2014-12-14,0.9,Y
2014-12-15,3.7,Y
2014-12-16,1.4,Y
2014-12-17,0.6,Y
2014-12-18,1.6,Y
2014-12-19,3.3,Y
2014-12-20,1.0,Y
2014-12-21,-1.3,Y
2014-12-22,0.6,Y
2014-12-23,-0.2,Y
2014-12-24,-3.7,Y
2014-12-25,-7.8,Y
2014-12-26,-5.7,Y
2014-12-27,-9.4,Y
2014-12-28,-7.2,Y
2014-12-29,-10.2,Y
2014-12-30,-0.2,Y
2014-12-31,2.4,Y
2015-01-01,5.1,Y
2015-01-02,5.6,Y
2015-01-03,2.3,Y
2015-01-04,0.1,Y
2015-01-05,-1.3,Y
2015-01-06,-3.0,Y
2015-01-07,0.4,Y
2015-01-08,2.7,Y
2015-01-09,-0.7,Y
2015-01-10,-0.0,Y
2015-01-11,-2.0,Y
2015-01-12,-2.3,Y
2015-01-13,3.0,Y
2015-01-14,1.8,Y
2015-01-15,1.4,Y
2015-01-16,4.5,Y
2015-01-17,2.7,Y
2015-01-18,2.8,Y
2015-01-19,0.4,Y
2015-01-20,0.5,Y
2015-01-21,0.1,Y
2015-01-22,-0.0,Y
2015-01-23,-4.5,Y
2015-01-24,-1.3,Y
2015-01-25,0.1,Y
2015-01-26,0.4,Y
2015-01-27,-0.4,Y
2015-01-28,1.0,Y
2015-01-29,1.4,Y
2015-01-30,0.8,Y
2015-01-31,0.6,Y
