Datum,Lufttemperatur,Kvalitet
2014-10-09,9.7,Y
2014-10-10,12.1,Y
2014-10-11,8.9,Y
2014-10-12,6.6,Y
2014-10-13,9.6,Y
2014-10-14,7.9,Y
2014-10-15,5.7,Y
2014-10-16,4.2,Y
2014-10-17,4.3,Y
2014-10-18,5.9,Y
2014-10-19,11.1,Y
2014-10-20,8.5,Y
2014-10-21,5.4,Y
2014-10-22,2.6,Y
2014-10-23,1.8,Y
2014-10-24,6.8,Y
2014-10-25,9.8,Y
2014-10-26,10.6,Y
2014-10-27,12.6,Y
2014-10-28,14.1,Y
2014-10-29,6.8,Y
2014-10-30,0.8,Y
2014-10-31,-0.6,Y
2014-11-01,2.6,Y
2014-11-02,10.0,Y
2014-11-03,10.5,Y
2014-11-04,9.3,Y
2014-11-05,3.5,Y
2014-11-06,1.7,Y
2014-11-07,2.1,Y
2014-11-08,1.1,Y
2014-11-09,6.0,Y
2014-11-10,7.8,Y
2014-11-11,6.8,Y
2014-11-12,0.8,Y
2014-11-13,5.0,Y
2014-11-14,5.8,Y
2014-11-15,5.7,Y
2014-11-16,5.7,Y
2014-11-17,4.3,Y
2014-11-18,4.5,Y
2014-11-19,2.9,Y
2014-11-20,3.7,Y
2014-11-21,2.7,Y
2014-11-22,0.8,Y
2014-11-23,1.6,Y
2014-11-24,5.4,Y
2014-11-25,3.2,Y
2014-11-26,0.5,Y
2014-11-27,1.0,Y
2014-11-28,0.4,Y
2014-11-29,-2.2,Y
2014-11-30,-2.4,Y
2014-12-01,-0.5,Y
2014-12-02,-0.1,Y
2014-12-03,-1.6,Y
2014-12-04,-0.3,Y
2014-12-05,0.5,Y
2014-12-06,-0.0,Y
2014-12-07,1.1,Y
2014-12-08,2.3,Y
2014-12-09,0.2,Y
2014-12-10,2.2,Y
2014-12-11,3.5,Y
2014-12-12,0.5,Y
2014-12-13,-0.4,Y
2014-12-14,-0.8,Y
2014-12-15,3.3,Y
2014-12-16,0.4,Y
2014-12-17,-2.6,Y
2014-12-18,-0.9,Y
2014-12-19,1.9,Y
2014-12-20,-2.9,Y
2014-12-21,-3.9,Y
2014-12-22,-1.8,Y
2014-12-23,-2.9,Y
2014-12-24,-4.9,Y
2014-12-25,-8.9,Y
2014-12-26,-11.8,Y
2014-12-27,-11.6,Y
2014-12-28,-8.4,Y
2014-12-29,-11.9,Y
2014-12-30,-0.9,Y
2014-12-31,1.2,Y
2015-01-01,3.4,Y
2015-01-02,4.1,Y
2015-01-03,2.1,Y
2015-01-04,-0.4,Y
2015-01-05,-2.2,Y
2015-01-06,-2.1,Y
2015-01-07,-0.5,Y
2015-01-08,2.0,Y
2015-01-09,-2.5,Y
2015-01-10,-2.9,Y
2015-01-11,-1.2,Y
2015-01-12,-6.4,Y
2015-01-13,1.7,Y
2015-01-14,1.0,Y
2015-01-15,1.4,Y
2015-01-16,3.3,Y
2015-01-17,2.3,Y
2015-01-18,-0.1,Y
2015-01-19,-1.8,Y
2015-01-20,-1.0,Y
2015-01-21,0.1,Y
2015-01-22,-1.5,Y
2015-01-23,-5.7,Y
2015-01-24,-3.6,Y
2015-01-25,-2.8,Y
2015-01-26,-1.5,Y
2015-01-27,-1.4,Y
2015-01-28,0.5,Y
2015-01-29,1.4,Y
2015-01-30,-0.7,Y
2015-01-31,0.2,Y
2015-02-01,-0.1,Y
2015-02-02,-1.0,Y
2015-02-03,-1.4,Y
2015-02-04,-0.7,Y
2015-02-05,-4.6,Y
2015-02-06,-1.8,Y
2015-02-07,-1.8,Y
2015-02-08,-2.7,Y
2015-02-09,3.9,Y
2015-02-10,2.4,Y
2015-02-11,0.7,Y
2015-02-12,1.1,Y
2015-02-13,-2.3,Y
2015-02-14,0.7,Y
2015-02-15,-3.9,Y
2015-02-16,-3.8,Y
2015-02-17,-0.1,Y
2015-02-18,3.3,Y
2015-02-19,4.6,Y
2015-02-20,3.7,Y
2015-02-21,1.1,Y
2015-02-22,1.0,Y
2015-02-23,0.8,Y
2015-02-24,2.0,Y
2015-02-25,3.4,Y
2015-02-26,0.8,Y
2015-02-27,2.0,Y
2015-02-28,1.4,Y
2015-03-01,2.0,Y
2015-03-02,3.4,Y
2015-03-03,1.8,Y
2015-03-04,0.6,Y
2015-03-05,1.6,Y
2015-03-06,2.5,Y
2015-03-07,4.2,Y
2015-03-08,10.1,Y
2015-03-09,3.7,Y
2015-03-10,6.4,Y
2015-03-11,2.4,Y
2015-03-12,-0.3,Y
2015-03-13,-0.6,Y
2015-03-14,-1.0,Y
2015-03-15,0.9,Y
2015-03-16,1.2,Y
2015-03-17,3.2,Y
2015-03-18,3.6,Y
2015-03-19,5.9,Y
2015-03-20,0.7,Y
2015-03-21,-1.1,Y
2015-03-22,-1.2,Y
2015-03-23,3.5,Y
2015-03-24,4.9,Y
2015-03-25,-0.9,Y
2015-03-26,1.7,Y
2015-03-27,3.4,Y
2015-03-28,2.7,Y
2015-03-29,2.2,Y
2015-03-30,2.8,Y
2015-03-31,3.0,Y
2015-04-01,1.5,Y
2015-04-02,1.6,Y
2015-04-03,2.3,Y
2015-04-04,2.2,Y
2015-04-05,1.4,Y
2015-04-06,3.2,Y
2015-04-07,7.5,Y
2015-04-08,7.0,Y
2015-04-09,8.4,Y
2015-04-10,9.1,Y
2015-04-11,7.1,Y
2015-04-12,6.3,Y
2015-04-13,6.0,Y
2015-04-14,4.3,Y
2015-04-15,5.8,Y
2015-04-16,3.8,Y
2015-04-17,2.9,Y
2015-04-18,4.2,Y
2015-04-19,8.3,Y
2015-04-20,7.8,Y
2015-04-21,7.4,Y
2015-04-22,8.1,Y
2015-04-23,9.0,Y
2015-04-24,5.7,Y
2015-04-25,8.0,Y
2015-04-26,10.6,Y
2015-04-27,7.6,Y
2015-04-28,5.8,Y
2015-04-29,4.9,Y
2015-04-30,7.1,Y
2015-05-01,6.7,Y
2015-05-02,5.2,Y
2015-05-03,7.2,Y
2015-05-04,6.2,Y
2015-05-05,9.0,Y
2015-05-06,11.8,Y
2015-05-07,11.0,Y
2015-05-08,8.8,Y
2015-05-09,9.4,Y
2015-05-10,6.2,Y
2015-05-11,9.9,Y
2015-05-12,12.2,Y
2015-05-13,8.6,Y
2015-05-14,7.5,Y
2015-05-15,4.6,Y
2015-05-16,7.5,Y
2015-05-17,4.5,Y
2015-05-18,7.6,Y
2015-05-19,6.4,Y
2015-05-20,9.9,Y
2015-05-21,11.0,Y
2015-05-22,10.2,Y
2015-05-23,10.6,Y
2015-05-24,10.2,Y
2015-05-25,12.2,Y
2015-05-26,11.4,Y
2015-05-27,10.0,Y
2015-05-28,11.3,Y
2015-05-29,12.3,Y
2015-05-30,9.3,Y
2015-05-31,10.2,Y
2015-06-01,11.3,Y
2015-06-02,10.1,Y
2015-06-03,11.7,Y
2015-06-04,13.4,Y
2015-06-05,12.5,Y
2015-06-06,13.1,Y
2015-06-07,11.3,Y
2015-06-08,10.2,Y
2015-06-09,11.9,Y
2015-06-10,14.5,Y
2015-06-11,15.3,Y
2015-06-12,16.1,Y
2015-06-13,14.7,Y
2015-06-14,9.8,Y
2015-06-15,11.5,Y
2015-06-16,11.7,Y
2015-06-17,11.8,Y
2015-06-18,10.9,Y
2015-06-19,10.9,Y
2015-06-20,13.3,Y
2015-06-21,12.5,Y
2015-06-22,13.2,Y
2015-06-23,14.2,Y
2015-06-24,11.5,Y
2015-06-25,13.7,Y
2015-06-26,13.5,Y
2015-06-27,12.3,Y
2015-06-28,17.1,Y
2015-06-29,17.8,Y
2015-06-30,16.1,Y
2015-07-01,17.8,Y
2015-07-02,22.8,Y
2015-07-03,24.1,Y
2015-07-04,20.5,Y
2015-07-05,18.9,Y
2015-07-06,16.1,Y
2015-07-07,16.0,Y
2015-07-08,14.3,Y
2015-07-09,14.4,Y
2015-07-10,13.7,Y
2015-07-11,15.7,Y
2015-07-12,13.8,Y
2015-07-13,13.1,Y
2015-07-14,14.9,Y
2015-07-15,14.8,Y
2015-07-16,14.0,Y
2015-07-17,14.1,Y
2015-07-18,14.8,Y
2015-07-19,15.9,Y
2015-07-20,14.3,Y
2015-07-21,14.0,Y
2015-07-22,15.3,Y
2015-07-23,15.8,Y
2015-07-24,16.2,Y
2015-07-25,13.9,Y
2015-07-26,16.6,Y
2015-07-27,15.2,Y
2015-07-28,14.4,Y
2015-07-29,16.1,Y
2015-07-30,15.6,Y
2015-07-31,14.1,Y
2015-08-01,15.3,Y
2015-08-02,14.4,Y
2015-08-03,15.1,Y
2015-08-04,16.6,Y
2015-08-05,17.1,Y
2015-08-06,17.8,Y
2015-08-07,19.5,Y
2015-08-08,18.7,Y
2015-08-09,18.5,Y
2015-08-10,17.8,Y
2015-08-11,17.1,Y
2015-08-12,17.6,Y
2015-08-13,14.7,Y
2015-08-14,16.4,Y
2015-08-15,15.4,Y
2015-08-16,15.3,Y
2015-08-17,13.7,Y
2015-08-18,14.8,Y
2015-08-19,14.9,Y
2015-08-20,14.6,Y
2015-08-21,15.4,Y
2015-08-22,15.7,Y
2015-08-23,15.3,Y
2015-08-24,16.1,Y
2015-08-25,20.0,Y
2015-08-26,16.5,Y
2015-08-27,17.6,Y
2015-08-28,16.4,Y
2015-08-29,15.6,Y
2015-08-30,14.7,Y
2015-08-31,14.4,Y
2015-09-01,14.1,Y
2015-09-02,13.1,Y
2015-09-03,14.6,Y
2015-09-04,12.8,Y
2015-09-05,13.3,Y
2015-09-06,11.9,Y
2015-09-07,12.1,Y
2015-09-08,11.5,Y
2015-09-09,10.1,Y
2015-09-10,11.0,Y
2015-09-11,12.3,Y
2015-09-12,13.6,Y
2015-09-13,13.8,Y
2015-09-14,14.9,Y
2015-09-15,14.2,Y
2015-09-16,13.9,Y
2015-09-17,15.3,Y
2015-09-18,14.4,Y
2015-09-19,13.9,Y
2015-09-20,9.7,Y
2015-09-21,9.2,Y
2015-09-22,11.0,Y
2015-09-23,12.0,Y
2015-09-24,12.2,Y
2015-09-25,11.8,Y
2015-09-26,9.3,Y
2015-09-27,9.3,Y
2015-09-28,9.7,Y
2015-09-29,8.8,Y
2015-09-30,10.5,Y
2015-10-01,11.4,Y
2015-10-02,13.6,Y
2015-10-03,7.7,Y
2015-10-04,9.5,Y
2015-10-05,6.6,Y
2015-10-06,3.7,Y
2015-10-07,2.2,Y
2015-10-08,1.5,Y
2015-10-09,0.3,Y
2015-10-10,1.0,Y
2015-10-11,0.5,Y
2015-10-12,1.5,Y
2015-10-13,5.0,Y
2015-10-14,2.4,Y
2015-10-15,2.6,Y
2015-10-16,2.3,Y
2015-10-17,2.0,Y
2015-10-18,3.4,Y
2015-10-19,5.5,Y
2015-10-20,6.9,Y
2015-10-21,7.6,Y
2015-10-22,10.6,Y
2015-10-23,10.1,Y
2015-10-24,6.8,Y
2015-10-25,8.8,Y
2015-10-26,3.5,Y
2015-10-27,4.7,Y
2015-10-28,-0.2,Y
2015-10-29,1.6,Y
2015-10-30,4.2,Y
2015-10-31,6.9,Y
2015-11-01,8.2,Y
2015-11-02,9.2,Y
2015-11-03,5.8,Y
2015-11-04,5.7,Y
2015-11-05,3.5,Y
2015-11-06,7.7,Y
2015-11-07,8.0,Y
2015-11-08,5.4,Y
2015-11-09,6.5,Y
2015-11-10,3.0,Y
2015-11-11,1.7,Y
2015-11-12,2.5,Y
2015-11-13,4.2,Y
2015-11-14,3.4,Y
2015-11-15,1.5,Y
2015-11-16,4.0,Y
2015-11-17,5.6,Y
2015-11-18,3.9,Y
2015-11-19,1.9,Y
2015-11-20,-0.2,Y
2015-11-21,-3.2,Y
2015-11-22,-2.9,Y
2015-11-23,-7.7,Y
2015-11-24,0.1,Y
2015-11-25,2.8,Y
2015-11-26,1.8,Y
2015-11-27,7.5,Y
2015-11-28,5.8,Y
2015-11-29,2.4,Y
2015-11-30,0.2,Y
2015-12-01,-1.9,Y
2015-12-02,-1.3,Y
2015-12-03,2.5,Y
2015-12-04,4.2,Y
2015-12-05,7.2,Y
2015-12-06,8.6,Y
2015-12-07,5.0,Y
2015-12-08,0.2,Y
2015-12-09,7.1,Y
2015-12-10,7.7,Y
2015-12-11,2.8,Y
2015-12-12,-1.3,Y
2015-12-13,-1.1,Y
2015-12-14,-8.1,Y
2015-12-15,-5.3,Y
2015-12-16,-4.9,Y
2015-12-17,-0.2,Y
2015-12-18,6.1,Y
2015-12-19,4.8,Y
2015-12-20,11.0,Y
2015-12-21,8.4,Y
2015-12-22,3.9,Y
2015-12-23,4.4,Y
2015-12-24,4.7,Y
2015-12-25,5.9,Y
2015-12-26,-1.2,Y
2015-12-27,-6.4,Y
2015-12-28,-7.7,Y
2015-12-29,-8.7,Y
2015-12-30,-1.4,Y
2015-12-31,-1.0,Y
2016-01-01,0.5,Y
2016-01-02,-4.2,Y
2016-01-03,-6.2,Y
2016-01-04,-7.6,Y
2016-01-05,-8.8,Y
2016-01-06,-11.8,Y
2016-01-07,-18.6,Y
2016-01-08,-11.5,Y
2016-01-09,-15.0,Y
2016-01-10,-5.6,Y
2016-01-11,-0.3,Y
2016-01-12,-4.3,Y
2016-01-13,-5.2,Y
2016-01-14,-13.4,Y
2016-01-15,-18.8,Y
2016-01-16,-12.5,Y
2016-01-17,-12.1,Y
2016-01-18,-10.9,Y
2016-01-19,-7.2,Y
2016-01-20,-10.1,Y
2016-01-21,-6.5,Y
2016-01-22,-10.8,Y
2016-01-23,-4.2,Y
2016-01-24,-1.8,Y
2016-01-25,-2.1,Y
2016-01-26,2.8,Y
2016-01-27,3.9,Y
2016-01-28,2.0,Y
2016-01-29,3.5,Y
2016-01-30,3.8,Y
2016-01-31,0.8,Y
2016-02-01,-2.8,Y
2016-02-02,2.1,Y
2016-02-03,-2.3,Y
2016-02-04,-3.2,Y
2016-02-05,-1.9,Y
2016-02-06,1.7,Y
2016-02-07,4.8,Y
2016-02-08,4.1,Y
2016-02-09,3.4,Y
2016-02-10,1.9,Y
2016-02-11,-0.5,Y
2016-02-12,-2.1,Y
2016-02-13,-3.2,Y
2016-02-14,-3.0,Y
2016-02-15,-7.2,Y
2016-02-16,-7.2,Y
2016-02-17,-2.6,Y
2016-02-18,-0.8,Y
2016-02-19,-1.4,Y
2016-02-20,-0.4,Y
2016-02-21,1.2,Y
2016-02-22,0.5,Y
2016-02-23,-0.6,Y
2016-02-24,-2.6,Y
2016-02-25,-2.9,Y
2016-02-26,-4.5,Y
2016-02-27,-3.9,Y
2016-02-28,-4.1,Y
2016-02-29,-4.7,Y
2016-03-01,-2.8,Y
2016-03-02,-1.9,Y
2016-03-03,0.3,Y
2016-03-04,1.2,Y
2016-03-05,0.3,Y
2016-03-06,0.1,Y
2016-03-07,1.1,Y
2016-03-08,1.9,Y
2016-03-09,0.9,Y
2016-03-10,0.2,Y
2016-03-11,-0.1,Y
2016-03-12,0.6,Y
2016-03-13,1.9,Y
2016-03-14,4.2,Y
2016-03-15,4.6,Y
2016-03-16,3.4,Y
2016-03-17,4.5,Y
2016-03-18,0.6,Y
2016-03-19,-0.7,Y
2016-03-20,-0.3,Y
2016-03-21,0.6,Y
2016-03-22,-0.2,Y
2016-03-23,0.2,Y
2016-03-24,1.4,Y
2016-03-25,4.0,Y
2016-03-26,6.2,Y
2016-03-27,7.5,Y
2016-03-28,6.6,Y
2016-03-29,6.1,Y
2016-03-30,3.7,Y
2016-03-31,4.8,Y
2016-04-01,2.7,Y
2016-04-02,3.0,Y
2016-04-03,5.6,Y
2016-04-04,4.9,Y
2016-04-05,5.9,Y
2016-04-06,5.2,Y
2016-04-07,5.3,Y
2016-04-08,4.9,Y
2016-04-09,4.1,Y
2016-04-10,3.8,Y
2016-04-11,5.0,Y
2016-04-12,5.1,Y
2016-04-13,3.9,Y
2016-04-14,1.8,Y
2016-04-15,6.3,Y
2016-04-16,6.2,Y
2016-04-17,5.8,Y
2016-04-18,7.7,Y
2016-04-19,4.7,Y
2016-04-20,4.8,Y
2016-04-21,5.0,Y
2016-04-22,4.5,Y
2016-04-23,2.8,Y
2016-04-24,1.4,Y
2016-04-25,2.4,Y
2016-04-26,1.7,Y
2016-04-27,3.6,Y
2016-04-28,5.6,Y
2016-04-29,7.3,Y
2016-04-30,7.8,Y
2016-05-01,8.3,Y
2016-05-02,9.4,Y
2016-05-03,11.5,Y
2016-05-04,12.1,Y
2016-05-05,13.0,Y
2016-05-06,13.2,Y
2016-05-07,14.2,Y
2016-05-08,16.5,Y
2016-05-09,14.4,Y
2016-05-10,15.4,Y
2016-05-11,8.6,Y
2016-05-12,9.6,Y
2016-05-13,5.6,Y
2016-05-14,5.6,Y
2016-05-15,5.8,Y
2016-05-16,7.5,Y
2016-05-17,8.6,Y
2016-05-18,12.0,Y
2016-05-19,12.8,Y
2016-05-20,13.7,Y
2016-05-21,12.7,Y
2016-05-22,14.7,Y
2016-05-23,17.7,Y
2016-05-24,11.9,Y
2016-05-25,8.7,Y
2016-05-26,7.3,Y
2016-05-27,9.3,Y
2016-05-28,12.9,Y
2016-05-29,12.2,Y
2016-05-30,14.3,Y
2016-05-31,15.7,Y
2016-06-01,17.5,Y
2016-06-02,17.2,Y
2016-06-03,17.4,Y
2016-06-04,11.6,Y
2016-06-05,9.4,Y
2016-06-06,11.6,Y
2016-06-07,18.1,Y
2016-06-08,11.3,Y
2016-06-09,9.6,Y
2016-06-10,6.6,Y
2016-06-11,9.3,Y
2016-06-12,12.0,Y
2016-06-13,13.9,Y
2016-06-14,15.9,Y
2016-06-15,15.2,Y
2016-06-16,12.6,Y
2016-06-17,13.7,Y
2016-06-18,12.7,Y
2016-06-19,15.1,Y
2016-06-20,16.0,Y
2016-06-21,15.9,Y
2016-06-22,18.4,Y
2016-06-23,19.7,Y
2016-06-24,16.7,Y
2016-06-25,21.2,Y
2016-06-26,17.2,Y
2016-06-27,17.4,Y
2016-06-28,16.9,Y
2016-06-29,16.7,Y
2016-06-30,17.9,Y
2016-07-01,18.3,Y
2016-07-02,18.2,Y
2016-07-03,16.0,Y
2016-07-04,14.8,Y
2016-07-05,15.2,Y
2016-07-06,15.7,Y
2016-07-07,17.2,Y
2016-07-08,16.7,Y
2016-07-09,16.2,Y
2016-07-10,16.3,Y
2016-07-11,16.8,Y
2016-07-12,17.7,Y
2016-07-13,17.4,Y
2016-07-14,18.0,Y
2016-07-15,16.4,Y
2016-07-16,16.8,Y
2016-07-17,17.5,Y
2016-07-18,15.4,Y
2016-07-19,15.4,Y
2016-07-20,17.2,Y
2016-07-21,16.6,Y
2016-07-22,18.5,Y
2016-07-23,18.3,Y
2016-07-24,20.2,Y
2016-07-25,20.2,Y
2016-07-26,19.3,Y
2016-07-27,17.6,Y
2016-07-28,18.0,Y
2016-07-29,17.9,Y
2016-07-30,18.8,Y
2016-07-31,17.1,Y
2016-08-01,16.6,Y
2016-08-02,16.1,Y
2016-08-03,16.4,Y
2016-08-04,16.7,Y
2016-08-05,17.5,Y
2016-08-06,17.7,Y
2016-08-07,18.8,Y
2016-08-08,18.5,Y
2016-08-09,15.0,Y
2016-08-10,12.8,Y
2016-08-11,10.7,Y
2016-08-12,12.2,Y
2016-08-13,17.3,Y
2016-08-14,13.4,Y
2016-08-15,12.8,Y
2016-08-16,14.3,Y
2016-08-17,13.3,Y
2016-08-18,14.4,Y
2016-08-19,14.6,Y
2016-08-20,17.0,Y
2016-08-21,15.6,Y
2016-08-22,17.2,Y
2016-08-23,16.6,Y
2016-08-24,15.0,Y
2016-08-25,17.6,Y
2016-08-26,19.6,Y
2016-08-27,17.4,Y
2016-08-28,10.9,Y
2016-08-29,12.3,Y
2016-08-30,13.9,Y
2016-08-31,15.4,Y
2016-09-01,17.0,Y
2016-09-02,15.5,Y
2016-09-03,14.6,Y
2016-09-04,11.4,Y
2016-09-05,10.8,Y
2016-09-06,14.7,Y
2016-09-07,17.9,Y
2016-09-08,12.8,Y
2016-09-09,16.7,Y
2016-09-10,17.4,Y
2016-09-11,17.3,Y
