Datum,Lufttemperatur,Kvalitet
2015-03-11,4.2,Y
2015-03-12,2.2,Y
2015-03-13,0.0,Y
2015-03-14,1.3,Y
2015-03-15,2.7,Y
2015-03-16,4.8,Y
2015-03-17,5.4,Y
2015-03-18,5.4,Y
2015-03-19,4.3,Y
2015-03-20,4.3,Y
2015-03-21,-0.2,Y
2015-03-22,-1.0,Y
2015-03-23,2.4,Y
2015-03-24,4.0,Y
2015-03-25,2.1,Y
2015-03-26,2.2,Y
2015-03-27,3.4,Y
2015-03-28,4.7,Y
2015-03-29,4.7,Y
2015-03-30,3.8,Y
2015-03-31,2.8,Y
2015-04-01,3.6,Y
2015-04-02,2.6,Y
2015-04-03,1.4,Y
2015-04-04,2.0,Y
2015-04-05,0.7,Y
2015-04-06,3.2,Y
2015-04-07,8.0,Y
2015-04-08,6.3,Y
2015-04-09,6.9,Y
2015-04-10,6.4,Y
2015-04-11,9.5,Y
2015-04-12,6.0,Y
2015-04-13,3.6,Y
2015-04-14,3.6,Y
2015-04-15,5.0,Y
2015-04-16,4.5,Y
2015-04-17,5.2,Y
2015-04-18,5.5,Y
2015-04-19,8.2,Y
2015-04-20,10.6,Y
2015-04-21,8.4,Y
2015-04-22,9.8,Y
2015-04-23,10.6,Y
2015-04-24,8.1,Y
2015-04-25,10.4,Y
2015-04-26,7.5,Y
2015-04-27,6.2,Y
2015-04-28,6.0,Y
2015-04-29,5.5,Y
2015-04-30,6.9,Y
2015-05-01,3.5,Y
2015-05-02,4.0,Y
2015-05-03,7.1,Y
2015-05-04,7.9,Y
2015-05-05,10.9,Y
2015-05-06,11.0,Y
2015-05-07,8.9,Y
2015-05-08,7.3,Y
2015-05-09,7.4,Y
2015-05-10,8.4,Y
2015-05-11,11.0,Y
2015-05-12,9.9,Y
2015-05-13,9.7,Y
2015-05-14,8.4,Y
2015-05-15,8.3,Y
2015-05-16,6.8,Y
2015-05-17,6.4,Y
2015-05-18,8.7,Y
2015-05-19,8.7,Y
2015-05-20,8.7,Y
2015-05-21,10.3,Y
2015-05-22,9.5,Y
2015-05-23,11.4,Y
2015-05-24,10.4,Y
2015-05-25,11.0,Y
2015-05-26,9.3,Y
2015-05-27,10.8,Y
2015-05-28,9.2,Y
2015-05-29,9.2,Y
2015-05-30,9.0,Y
2015-05-31,10.3,Y
2015-06-01,9.7,Y
2015-06-02,8.7,Y
2015-06-03,10.0,Y
2015-06-04,11.1,Y
2015-06-05,11.7,Y
2015-06-06,14.4,Y
2015-06-07,11.4,Y
2015-06-08,12.0,Y
2015-06-09,12.7,Y
2015-06-10,13.4,Y
2015-06-11,15.5,Y
2015-06-12,17.7,Y
2015-06-13,14.9,Y
2015-06-14,13.4,Y
2015-06-15,11.9,Y
2015-06-16,12.2,Y
2015-06-17,10.4,Y
2015-06-18,11.9,Y
2015-06-19,11.9,Y
2015-06-20,13.4,Y
2015-06-21,13.2,Y
2015-06-22,13.0,Y
2015-06-23,14.8,Y
2015-06-24,12.6,Y
2015-06-25,12.5,Y
2015-06-26,13.0,Y
2015-06-27,15.6,Y
2015-06-28,15.0,Y
2015-06-29,14.9,Y
2015-06-30,17.0,Y
2015-07-01,18.7,Y
2015-07-02,22.1,Y
2015-07-03,22.0,Y
2015-07-04,21.9,Y
2015-07-05,22.5,Y
2015-07-06,17.7,Y
2015-07-07,15.2,Y
2015-07-08,15.4,Y
2015-07-09,11.6,Y
2015-07-10,12.7,Y
2015-07-11,14.8,Y
2015-07-12,15.8,Y
2015-07-13,15.8,Y
2015-07-14,15.1,Y
2015-07-15,15.6,Y
2015-07-16,15.1,Y
2015-07-17,14.1,Y
2015-07-18,14.8,Y
2015-07-19,14.8,Y
2015-07-20,15.4,Y
2015-07-21,14.0,Y
2015-07-22,15.6,Y
2015-07-23,14.8,Y
2015-07-24,14.1,Y
2015-07-25,12.6,Y
2015-07-26,13.9,Y
2015-07-27,13.0,Y
2015-07-28,14.0,Y
2015-07-29,15.1,Y
2015-07-30,14.3,Y
2015-07-31,14.0,Y
2015-08-01,14.1,Y
2015-08-02,14.1,Y
2015-08-03,14.8,Y
2015-08-04,18.6,Y
2015-08-05,17.1,Y
2015-08-06,18.2,Y
2015-08-07,19.5,Y
2015-08-08,15.7,Y
2015-08-09,16.2,Y
2015-08-10,17.1,Y
2015-08-11,17.3,Y
2015-08-12,17.5,Y
2015-08-13,15.8,Y
2015-08-14,16.8,Y
2015-08-15,18.2,Y
2015-08-16,18.0,Y
2015-08-17,16.0,Y
2015-08-18,17.2,Y
2015-08-19,16.5,Y
2015-08-20,16.7,Y
2015-08-21,17.4,Y
2015-08-22,16.9,Y
2015-08-23,16.7,Y
2015-08-24,18.3,Y
2015-08-25,17.5,Y
2015-08-26,14.8,Y
2015-08-27,16.0,Y
2015-08-28,14.1,Y
2015-08-29,14.1,Y
2015-08-30,15.2,Y
2015-08-31,14.1,Y
2015-09-01,13.4,Y
2015-09-02,14.6,Y
2015-09-03,13.2,Y
2015-09-04,12.5,Y
2015-09-05,10.7,Y
2015-09-06,10.2,Y
2015-09-07,9.8,Y
2015-09-08,10.7,Y
2015-09-09,10.4,Y
2015-09-10,11.8,Y
2015-09-11,13.3,Y
2015-09-12,13.9,Y
2015-09-13,13.8,Y
2015-09-14,14.4,Y
2015-09-15,13.3,Y
2015-09-16,12.7,Y
2015-09-17,15.7,Y
2015-09-18,13.3,Y
2015-09-19,12.6,Y
2015-09-20,10.6,Y
2015-09-21,9.7,Y
2015-09-22,10.4,Y
2015-09-23,13.1,Y
2015-09-24,12.0,Y
2015-09-25,10.6,Y
2015-09-26,9.5,Y
2015-09-27,8.3,Y
2015-09-28,7.9,Y
2015-09-29,8.3,Y
2015-09-30,11.6,Y
2015-10-01,12.6,Y
2015-10-02,12.1,Y
2015-10-03,10.6,Y
2015-10-04,9.2,Y
2015-10-05,9.5,Y
2015-10-06,8.4,Y
2015-10-07,6.4,Y
2015-10-08,6.3,Y
2015-10-09,6.9,Y
2015-10-10,6.4,Y
2015-10-11,6.6,Y
2015-10-12,4.6,Y
2015-10-13,6.4,Y
2015-10-14,6.1,Y
2015-10-15,4.5,Y
2015-10-16,5.0,Y
2015-10-17,5.4,Y
2015-10-18,4.2,Y
2015-10-19,3.9,Y
2015-10-20,6.3,Y
2015-10-21,7.9,Y
2015-10-22,10.2,Y
2015-10-23,8.4,Y
2015-10-24,8.6,Y
2015-10-25,7.2,Y
2015-10-26,4.9,Y
2015-10-27,6.3,Y
2015-10-28,6.7,Y
2015-10-29,4.6,Y
2015-10-30,5.7,Y
2015-10-31,7.5,Y
2015-11-01,9.1,Y
2015-11-02,9.3,Y
2015-11-03,7.2,Y
2015-11-04,7.7,Y
2015-11-05,7.4,Y
2015-11-06,8.5,Y
2015-11-07,10.0,Y
2015-11-08,6.5,Y
2015-11-09,8.3,Y
2015-11-10,9.0,Y
2015-11-11,7.9,Y
2015-11-12,7.7,Y
2015-11-13,6.8,Y
2015-11-14,4.7,Y
2015-11-15,4.0,Y
2015-11-16,5.5,Y
2015-11-17,4.5,Y
2015-11-18,4.2,Y
2015-11-19,4.0,Y
2015-11-20,-2.0,Y
2015-11-21,-4.9,Y
2015-11-22,-5.3,Y
2015-11-23,-3.9,Y
2015-11-24,2.9,Y
2015-11-25,2.3,Y
2015-11-26,1.0,Y
2015-11-27,6.1,Y
2015-11-28,3.1,Y
2015-11-29,2.8,Y
2015-11-30,0.6,Y
2015-12-01,-0.1,Y
2015-12-02,2.0,Y
2015-12-03,4.7,Y
2015-12-04,6.2,Y
2015-12-05,8.0,Y
2015-12-06,7.9,Y
2015-12-07,2.7,Y
2015-12-08,4.6,Y
2015-12-09,6.2,Y
2015-12-10,6.8,Y
2015-12-11,2.5,Y
2015-12-12,-0.3,Y
2015-12-13,-3.7,Y
2015-12-14,-2.4,Y
2015-12-15,-0.4,Y
2015-12-16,-1.6,Y
2015-12-17,4.4,Y
2015-12-18,8.5,Y
2015-12-19,8.9,Y
2015-12-20,10.4,Y
2015-12-21,7.6,Y
2015-12-22,6.0,Y
2015-12-23,6.8,Y
2015-12-24,5.5,Y
2015-12-25,4.8,Y
2015-12-26,-0.3,Y
2015-12-27,-0.5,Y
2015-12-28,0.0,Y
2015-12-29,-1.7,Y
2015-12-30,-0.7,Y
2015-12-31,-0.0,Y
2016-01-01,0.6,Y
2016-01-02,-3.5,Y
2016-01-03,-5.8,Y
2016-01-04,-8.6,Y
2016-01-05,-7.8,Y
2016-01-06,-13.1,Y
2016-01-07,-9.1,Y
2016-01-08,-5.5,Y
2016-01-09,-6.0,Y
2016-01-10,-0.2,Y
2016-01-11,0.3,Y
2016-01-12,-1.6,Y
2016-01-13,-6.1,Y
2016-01-14,-13.2,Y
2016-01-15,-14.4,Y
2016-01-16,-12.1,Y
2016-01-17,-11.6,Y
2016-01-18,-6.2,Y
2016-01-19,-6.9,Y
2016-01-20,-6.9,Y
2016-01-21,-11.8,Y
2016-01-22,-6.1,Y
2016-01-23,-2.9,Y
2016-01-24,0.8,Y
2016-01-25,2.5,Y
2016-01-26,4.1,Y
2016-01-27,6.0,Y
2016-01-28,2.7,Y
2016-01-29,5.1,Y
2016-01-30,2.4,Y
2016-01-31,0.9,Y
2016-02-01,-0.2,Y
2016-02-02,3.8,Y
2016-02-03,0.4,Y
2016-02-04,-2.9,Y
2016-02-05,-2.0,Y
2016-02-06,4.3,Y
2016-02-07,6.1,Y
2016-02-08,4.5,Y
2016-02-09,3.7,Y
2016-02-10,1.4,Y
2016-02-11,-0.4,Y
2016-02-12,-3.4,Y
2016-02-13,-3.9,Y
2016-02-14,-6.2,Y
2016-02-15,-6.6,Y
2016-02-16,-5.2,Y
2016-02-17,-2.8,Y
2016-02-18,-1.6,Y
2016-02-19,-0.7,Y
2016-02-20,0.9,Y
2016-02-21,1.8,Y
2016-02-22,1.8,Y
2016-02-23,-2.1,Y
2016-02-24,-1.9,Y
2016-02-25,-1.4,Y
2016-02-26,0.3,Y
2016-02-27,-1.5,Y
2016-02-28,-2.2,Y
2016-02-29,-4.5,Y
2016-03-01,-4.3,Y
2016-03-02,-0.1,Y
2016-03-03,1.8,Y
2016-03-04,0.5,Y
2016-03-05,0.5,Y
2016-03-06,-0.4,Y
2016-03-07,-0.1,Y
2016-03-08,0.4,Y
2016-03-09,-0.1,Y
2016-03-10,-1.1,Y
2016-03-11,-0.7,Y
2016-03-12,0.5,Y
2016-03-13,1.0,Y
2016-03-14,2.4,Y
2016-03-15,5.7,Y
2016-03-16,5.0,Y
2016-03-17,3.5,Y
2016-03-18,1.4,Y
2016-03-19,2.6,Y
2016-03-20,3.8,Y
2016-03-21,2.7,Y
2016-03-22,3.1,Y
2016-03-23,3.0,Y
2016-03-24,2.0,Y
2016-03-25,4.3,Y
2016-03-26,4.5,Y
2016-03-27,6.8,Y
2016-03-28,7.6,Y
2016-03-29,6.3,Y
2016-03-30,5.0,Y
2016-03-31,3.8,Y
2016-04-01,3.2,Y
2016-04-02,6.4,Y
2016-04-03,7.4,Y
2016-04-04,9.0,Y
2016-04-05,7.8,Y
2016-04-06,5.7,Y
2016-04-07,5.1,Y
2016-04-08,4.9,Y
2016-04-09,5.0,Y
2016-04-10,4.9,Y
2016-04-11,6.4,Y
2016-04-12,6.3,Y
2016-04-13,6.7,Y
2016-04-14,7.3,Y
2016-04-15,6.4,Y
2016-04-16,7.5,Y
2016-04-17,5.6,Y
2016-04-18,5.5,Y
2016-04-19,5.8,Y
2016-04-20,6.8,Y
2016-04-21,7.4,Y
2016-04-22,6.0,Y
2016-04-23,2.8,Y
2016-04-24,2.8,Y
2016-04-25,3.3,Y
2016-04-26,4.5,Y
2016-04-27,3.9,Y
2016-04-28,4.4,Y
2016-04-29,6.5,Y
2016-04-30,9.6,Y
2016-05-01,9.1,Y
2016-05-02,10.3,Y
2016-05-03,11.6,Y
2016-05-04,10.4,Y
2016-05-05,10.1,Y
2016-05-06,12.0,Y
2016-05-07,15.4,Y
2016-05-08,16.6,Y
2016-05-09,18.0,Y
2016-05-10,18.3,Y
2016-05-11,13.9,Y
2016-05-12,14.1,Y
2016-05-13,11.6,Y
2016-05-14,4.7,Y
2016-05-15,6.4,Y
2016-05-16,6.1,Y
2016-05-17,11.5,Y
2016-05-18,10.4,Y
2016-05-19,13.4,Y
2016-05-20,12.2,Y
2016-05-21,12.1,Y
2016-05-22,17.6,Y
2016-05-23,19.3,Y
2016-05-24,14.4,Y
2016-05-25,10.5,Y
2016-05-26,9.5,Y
2016-05-27,11.1,Y
2016-05-28,13.8,Y
2016-05-29,13.1,Y
2016-05-30,17.4,Y
2016-05-31,19.4,Y
2016-06-01,20.6,Y
2016-06-02,21.5,Y
2016-06-03,21.0,Y
2016-06-04,18.4,Y
2016-06-05,15.5,Y
2016-06-06,16.0,Y
2016-06-07,18.0,Y
2016-06-08,15.5,Y
2016-06-09,13.0,Y
2016-06-10,10.9,Y
2016-06-11,11.7,Y
2016-06-12,13.1,Y
2016-06-13,15.2,Y
2016-06-14,15.1,Y
2016-06-15,15.6,Y
2016-06-16,16.4,Y
2016-06-17,17.5,Y
2016-06-18,16.0,Y
2016-06-19,13.2,Y
2016-06-20,13.7,Y
2016-06-21,15.8,Y
2016-06-22,15.3,Y
2016-06-23,16.7,Y
2016-06-24,20.6,Y
2016-06-25,20.6,Y
2016-06-26,19.2,Y
2016-06-27,14.9,Y
2016-06-28,14.8,Y
2016-06-29,14.5,Y
2016-06-30,14.9,Y
2016-07-01,14.9,Y
2016-07-02,14.2,Y
2016-07-03,13.1,Y
2016-07-04,14.1,Y
2016-07-05,13.9,Y
2016-07-06,16.1,Y
2016-07-07,16.4,Y
2016-07-08,16.7,Y
2016-07-09,14.6,Y
2016-07-10,15.8,Y
2016-07-11,16.3,Y
2016-07-12,15.8,Y
2016-07-13,14.7,Y
2016-07-14,16.1,Y
2016-07-15,17.6,Y
2016-07-16,16.6,Y
2016-07-17,14.9,Y
2016-07-18,16.3,Y
2016-07-19,17.0,Y
2016-07-20,19.3,Y
2016-07-21,20.2,Y
2016-07-22,19.8,Y
2016-07-23,21.5,Y
2016-07-24,21.5,Y
2016-07-25,21.4,Y
2016-07-26,18.8,Y
2016-07-27,16.7,Y
2016-07-28,17.7,Y
2016-07-29,16.6,Y
2016-07-30,17.1,Y
2016-07-31,15.3,Y
2016-08-01,14.3,Y
2016-08-02,14.6,Y
2016-08-03,14.7,Y
2016-08-04,15.9,Y
2016-08-05,17.0,Y
2016-08-06,15.3,Y
2016-08-07,15.6,Y
2016-08-08,14.8,Y
2016-08-09,12.5,Y
2016-08-10,10.4,Y
2016-08-11,11.0,Y
2016-08-12,11.3,Y
2016-08-13,15.7,Y
2016-08-14,15.7,Y
2016-08-15,13.7,Y
2016-08-16,14.2,Y
2016-08-17,12.7,Y
2016-08-18,14.3,Y
2016-08-19,15.7,Y
2016-08-20,14.1,Y
2016-08-21,16.3,Y
2016-08-22,14.9,Y
2016-08-23,16.3,Y
2016-08-24,16.8,Y
2016-08-25,19.0,Y
2016-08-26,19.8,Y
2016-08-27,15.8,Y
2016-08-28,12.6,Y
2016-08-29,12.5,Y
2016-08-30,12.9,Y
2016-08-31,16.3,Y
2016-09-01,15.3,Y
2016-09-02,13.9,Y
2016-09-03,14.9,Y
2016-09-04,14.5,Y
2016-09-05,11.7,Y
2016-09-06,14.9,Y
2016-09-07,18.5,Y
2016-09-08,19.3,Y
2016-09-09,15.9,Y
2016-09-10,16.5,Y
2016-09-11,15.1,Y
2016-09-12,14.1,Y
2016-09-13,18.4,Y
2016-09-14,18.7,Y
