Datum,Tid (UTC),Snödjup,Kvalitet
2019-01-28,06:00:00,0.42,G
2019-02-04,06:00:00,0.45,G
2019-02-11,06:00:00,0.46,G
2019-02-13,06:00:00,0.5,G
2019-02-15,06:00:00,0.48,G
2019-02-18,06:00:00,0.46,G
2019-02-22,06:00:00,0.38,G
2019-03-04,06:00:00,0.44,G
2019-03-12,06:00:00,0.54,G
2019-03-13,06:00:00,0.64,G
2019-03-14,06:00:00,0.76,G
2019-03-18,06:00:00,0.78,G
2019-03-20,06:00:00,0.68,G
2019-03-25,06:00:00,0.52,G
2019-03-28,06:00:00,0.52,G
2019-04-01,06:00:00,0.46,Y
2019-04-09,06:00:00,0.47,Y
2019-04-18,06:00:00,0.0,Y
2019-04-23,06:00:00,0.0,Y
2019-05-24,06:00:00,0.0,G
2019-11-08,06:00:00,0.0,G
2019-11-11,06:00:00,0.19,G
2019-11-18,06:00:00,0.22,G
2019-11-22,06:00:00,0.01,G
2019-11-25,06:00:00,0.0,G
2019-12-06,06:00:00,0.01,G
2019-12-12,06:00:00,0.03,G
2019-12-16,06:00:00,0.22,G
2020-03-02,06:00:00,0.25,G
2020-03-04,06:00:00,0.32,G
2020-03-06,06:00:00,0.3,G
2020-03-22,06:00:00,0.2,G
2020-11-02,06:00:00,0.0,G
2020-11-05,06:00:00,0.0,G
2020-11-10,06:00:00,0.0,G
2020-11-11,06:00:00,0.0,G
2020-11-16,06:00:00,0.0,G
2020-11-19,06:00:00,0.01,G
2020-11-20,06:00:00,0.0,G
2020-11-23,06:00:00,0.0,G
2020-12-04,06:00:00,0.08,G
2020-12-08,06:00:00,0.0,G
2020-12-14,06:00:00,0.01,G
2020-12-15,06:00:00,0.11,G
2020-12-21,06:00:00,0.0,G
2020-12-22,06:00:00,0.0,G
2021-01-04,06:00:00,0.27,G
2021-01-05,06:00:00,0.27,G
2021-01-11,06:00:00,0.33,G
2021-01-14,06:00:00,0.3,G
2021-01-18,06:00:00,0.3,G
2021-01-19,06:00:00,0.3,G
2021-01-22,06:00:00,0.44,G
2021-01-25,06:00:00,0.46,G
2021-01-26,06:00:00,0.46,G
2021-02-01,06:00:00,0.45,G
2021-02-03,06:00:00,0.45,G
2021-02-08,06:00:00,0.45,G
2021-02-10,06:00:00,0.45,G
2021-02-12,06:00:00,0.45,G
2021-02-15,06:00:00,0.45,G
2021-02-18,06:00:00,0.45,G
2021-02-24,06:00:00,0.25,G
2021-03-02,06:00:00,0.2,G
2021-03-19,06:00:00,0.24,G
2021-03-24,06:00:00,0.16,G
2021-03-29,06:00:00,0.06,G
2021-04-01,06:00:00,0.0,G
2021-04-14,06:00:00,0.0,G
2021-04-16,06:00:00,0.0,G
2021-04-19,06:00:00,0.0,G
2021-04-20,06:00:00,0.0,G
2021-04-22,06:00:00,0.0,G
2021-04-23,06:00:00,0.0,G
2021-04-26,06:00:00,0.0,G
2021-05-03,06:00:00,0.0,G
2021-05-04,06:00:00,0.0,G
2021-05-10,06:00:00,0.0,G
2021-05-11,06:00:00,0.0,G
2021-05-12,06:00:00,0.0,G
2021-05-17,06:00:00,0.0,G
2021-05-18,06:00:00,0.0,G
2021-05-19,06:00:00,0.0,G
2021-05-20,06:00:00,0.0,G
2021-06-07,06:00:00,0.0,Y
2021-06-11,06:00:00,0.0,Y
2021-06-14,06:00:00,0.0,Y
2021-06-18,06:00:00,0.0,G
2021-07-01,06:00:00,0.0,G
2021-07-02,06:00:00,0.0,G
2021-07-05,06:00:00,0.0,Y
2021-07-06,06:00:00,0.0,G
2021-07-07,06:00:00,0.0,G
2021-07-08,06:00:00,0.0,G
2021-08-06,06:00:00,0.0,G
2021-08-09,06:00:00,0.0,G
2021-08-10,06:00:00,0.0,G
2021-08-19,06:00:00,0.0,G
2021-08-30,06:00:00,0.0,G
2021-09-06,06:00:00,0.0,G
2021-09-09,06:00:00,0.0,G
2021-09-13,06:00:00,0.0,G
2021-09-15,06:00:00,0.0,G
2021-09-20,06:00:00,0.0,G
2021-09-21,06:00:00,0.0,G
2021-09-24,06:00:00,0.0,G
2021-09-28,06:00:00,0.0,G
2021-10-05,06:00:00,0.0,G
2021-10-11,06:00:00,0.0,G
2021-10-13,06:00:00,0.0,G
2021-10-18,06:00:00,0.0,G
2021-10-25,06:00:00,0.0,G
2021-11-08,06:00:00,0.0,G
2021-11-17,06:00:00,0.0,G
2021-11-29,06:00:00,0.0,G
2021-12-03,06:00:00,0.01,G
2021-12-06,06:00:00,0.01,G
2021-12-20,06:00:00,0.12,G
2021-12-27,06:00:00,0.14,G
2022-01-10,06:00:00,0.28,G
2022-01-12,06:00:00,0.28,G
2022-01-24,06:00:00,0.3,G
2022-01-28,06:00:00,0.32,G
2022-01-31,06:00:00,0.36,G
2022-02-09,06:00:00,0.41,G
2022-02-10,06:00:00,0.41,G
2022-02-11,06:00:00,0.41,G
2022-02-14,06:00:00,0.44,G
2022-02-16,06:00:00,0.54,G
2022-02-22,06:00:00,0.45,G
2022-03-04,06:00:00,0.44,G
2022-03-18,06:00:00,0.44,G
2022-04-25,06:00:00,0.0,G
2022-05-02,06:00:00,0.0,G
2022-05-12,06:00:00,0.0,G
2022-05-16,06:00:00,0.0,G
2022-05-19,06:00:00,0.0,G
2022-05-23,06:00:00,0.0,G
2022-05-25,06:00:00,0.0,G
2022-05-27,06:00:00,0.0,G
2022-05-30,06:00:00,0.0,G
2022-06-13,06:00:00,0.0,G
