Datum,Tid (UTC),Snödjup,Kvalitet
2014-01-01,06:00:00,0.0,G
2014-01-02,06:00:00,0.0,G
2014-01-04,06:00:00,0.0,Y
2014-01-05,06:00:00,0.0,Y
2014-01-06,06:00:00,0.0,G
2014-01-08,06:00:00,0.0,G
2014-01-09,06:00:00,0.0,G
2014-01-14,06:00:00,0.03,G
2014-01-16,06:00:00,0.05,G
2014-01-25,06:00:00,-0.02,G
2014-01-28,06:00:00,0.05,G
2014-01-29,06:00:00,-0.02,G
2014-01-31,06:00:00,-0.02,G
2014-02-03,06:00:00,-0.02,G
2014-02-05,06:00:00,-0.02,G
2014-02-06,06:00:00,-0.02,G
2014-02-07,06:00:00,-0.02,G
2014-02-08,06:00:00,0.0,G
2014-02-11,06:00:00,0.0,G
2014-02-12,06:00:00,-0.02,G
2014-02-14,06:00:00,0.0,G
2014-02-22,06:00:00,0.0,G
2014-02-26,06:00:00,0.0,G
2014-02-27,06:00:00,0.0,G
2014-03-01,06:00:00,0.0,G
2014-03-11,06:00:00,0.0,G
2014-03-12,06:00:00,0.0,G
2014-03-14,06:00:00,0.0,G
2014-03-15,06:00:00,0.0,G
2014-03-23,06:00:00,0.0,G
2014-03-26,06:00:00,0.0,G
2014-03-27,06:00:00,0.0,G
2014-04-02,06:00:00,-0.02,G
2014-04-24,06:00:00,0.0,G
2014-04-27,06:00:00,0.0,G
2014-05-01,06:00:00,0.02,G
2014-05-04,06:00:00,0.0,G
2014-05-11,06:00:00,0.0,G
2014-05-16,06:00:00,0.0,G
2014-05-22,06:00:00,0.0,G
2014-05-28,06:00:00,0.0,G
2014-06-02,06:00:00,0.0,G
2014-06-04,06:00:00,0.0,G
2014-06-15,06:00:00,0.0,G
2014-06-18,06:00:00,0.0,G
2014-06-21,06:00:00,0.0,G
2014-06-26,06:00:00,0.0,G
2014-07-25,06:00:00,0.0,G
2014-07-28,06:00:00,0.0,G
2014-07-30,06:00:00,0.0,G
2014-08-09,06:00:00,0.0,G
2014-08-23,06:00:00,0.0,G
2014-08-31,06:00:00,0.0,G
2014-09-02,06:00:00,0.0,G
2014-09-04,06:00:00,0.0,G
2014-09-11,06:00:00,0.0,G
2014-09-12,06:00:00,0.0,G
2014-09-14,06:00:00,0.0,G
2014-09-15,06:00:00,0.0,G
2014-09-17,06:00:00,0.0,G
2014-10-04,06:00:00,0.0,G
2014-10-20,06:00:00,0.0,G
2014-11-16,06:00:00,0.0,G
2014-11-21,06:00:00,0.0,G
2014-11-22,06:00:00,0.0,G
2014-11-30,06:00:00,0.0,G
2014-12-12,06:00:00,0.0,G
2014-12-13,06:00:00,-0.02,G
2014-12-14,06:00:00,-0.02,G
2014-12-17,06:00:00,-0.02,G
2014-12-28,06:00:00,0.03,G
2015-01-18,06:00:00,-0.02,G
2015-01-28,06:00:00,0.05,G
2015-01-30,06:00:00,-0.02,G
2015-02-01,06:00:00,0.25,G
2015-02-06,06:00:00,0.05,G
2015-02-10,06:00:00,0.03,G
2015-02-16,06:00:00,0.05,G
2015-02-28,06:00:00,-0.02,G
2015-03-12,06:00:00,0.0,G
