Datum,Nederbördsmängd,Kvalitet
2014-05-04,0.0,G
2014-05-05,0.0,G
2014-05-06,0.0,G
2014-05-07,1.0,G
2014-05-08,4.0,G
2014-05-09,9.0,G
2014-05-10,0.5,G
2014-05-11,2.0,G
2014-05-12,0.0,G
2014-05-13,0.0,G
2014-05-14,0.0,G
2014-05-15,0.0,G
2014-05-16,0.0,G
2014-05-17,0.0,G
2014-05-18,0.0,G
2014-05-19,5.0,G
2014-05-20,0.0,G
2014-05-21,2.5,G
2014-05-22,0.0,G
2014-05-23,0.0,G
2014-05-24,0.0,G
2014-05-25,0.0,G
2014-05-26,0.0,G
2014-05-27,0.0,G
2014-05-28,0.0,G
2014-05-29,2.6,G
2014-05-30,8.0,G
2014-05-31,3.7,G
2014-06-01,0.0,G
2014-06-02,0.0,G
2014-06-03,2.8,G
2014-06-04,0.2,G
2014-06-05,0.0,G
2014-06-06,4.5,G
2014-06-07,0.0,G
2014-06-08,3.0,G
2014-06-09,0.0,G
2014-06-10,0.0,G
2014-06-11,0.0,G
2014-06-12,1.2,G
2014-06-13,0.0,G
2014-06-14,0.0,G
2014-06-15,0.0,G
2014-06-16,0.1,G
2014-06-17,1.5,G
2014-06-18,4.0,G
2014-06-19,5.6,G
2014-06-20,0.0,G
2014-06-21,1.6,G
2014-06-22,5.4,G
2014-06-23,8.8,G
2014-06-24,0.0,G
2014-06-25,0.0,G
2014-06-26,0.0,G
2014-06-27,1.6,G
2014-06-28,11.3,G
2014-06-29,0.2,G
2014-06-30,0.3,G
2014-07-01,0.0,G
2014-07-02,0.0,G
2014-07-03,0.0,G
2014-07-04,0.0,G
2014-07-05,0.0,G
2014-07-06,0.0,G
2014-07-07,0.0,G
2014-07-08,0.0,G
2014-07-09,0.0,G
2014-07-10,0.0,G
2014-07-11,0.0,G
2014-07-12,0.0,G
2014-07-13,0.1,G
2014-07-14,1.0,G
2014-07-15,0.5,G
2014-07-16,0.0,G
2014-07-17,0.0,G
2014-07-18,0.0,G
2014-07-19,0.0,G
2014-07-20,0.0,G
2014-07-21,0.0,G
2014-07-22,0.0,G
2014-07-23,0.0,G
2014-07-24,0.0,G
2014-07-25,0.0,G
2014-07-26,0.0,G
2014-07-27,4.0,G
2014-07-28,0.0,G
2014-07-29,0.0,G
2014-07-30,4.8,G
2014-07-31,0.0,G
2014-08-01,0.0,G
2014-08-02,2.6,G
2014-08-03,4.8,G
2014-08-04,0.0,G
2014-08-05,0.0,G
2014-08-06,1.0,G
2014-08-07,1.5,G
2014-08-08,0.0,G
2014-08-09,0.2,G
2014-08-10,0.0,G
2014-08-11,4.8,G
2014-08-12,1.3,G
2014-08-13,0.2,G
2014-08-14,0.0,G
2014-08-15,0.2,G
2014-08-16,0.0,G
2014-08-17,3.5,G
2014-08-18,0.5,G
2014-08-19,2.5,G
2014-08-20,0.0,G
2014-08-21,0.2,G
2014-08-22,1.1,G
2014-08-23,3.0,G
2014-08-24,1.0,G
2014-08-25,1.3,G
2014-08-26,6.2,G
2014-08-27,0.0,G
2014-08-28,0.0,G
2014-08-29,0.0,G
2014-08-30,0.0,G
2014-08-31,0.0,G
2014-09-01,0.0,G
2014-09-02,0.0,G
2014-09-03,0.0,G
2014-09-04,0.0,G
2014-09-05,0.0,G
2014-09-06,0.0,G
2014-09-07,0.0,G
2014-09-08,1.5,G
2014-09-09,0.0,G
2014-09-10,0.3,G
2014-09-11,0.0,G
2014-09-12,0.0,G
2014-09-13,0.0,G
2014-09-14,0.0,G
2014-09-15,0.0,G
2014-09-16,0.0,G
2014-09-17,0.0,G
2014-09-18,0.0,G
2014-09-19,0.0,G
2014-09-20,0.0,G
2014-09-21,96.5,G
2014-09-22,8.6,G
2014-09-23,2.2,G
2014-09-24,0.0,G
2014-09-25,0.0,G
2014-09-26,2.0,G
2014-09-27,0.0,G
2014-09-28,0.0,G
2014-09-29,0.0,G
2014-09-30,0.0,G
2014-10-01,0.0,G
2014-10-02,0.0,G
2014-10-03,0.0,G
2014-10-04,0.0,G
2014-10-05,0.0,G
2014-10-06,0.0,G
2014-10-07,14.5,G
2014-10-08,12.2,G
2014-10-09,4.8,G
2014-10-10,5.2,G
2014-10-11,0.0,G
2014-10-12,8.2,G
2014-10-13,0.5,G
2014-10-14,0.0,G
2014-10-15,0.5,G
2014-10-16,0.0,G
2014-10-17,0.0,G
2014-10-18,11.2,G
2014-10-19,0.0,G
2014-10-20,0.8,G
2014-10-21,0.2,G
2014-10-22,7.0,G
2014-10-23,1.0,G
2014-10-24,3.2,G
2014-10-25,1.0,G
2014-10-26,0.0,G
2014-10-27,0.0,G
2014-10-28,0.0,G
2014-10-29,0.0,G
2014-10-30,0.0,G
2014-10-31,0.1,G
