Datum,Nederbördsmängd,Kvalitet
2014-09-13,0.0,G
2014-09-14,0.0,G
2014-09-15,0.0,G
2014-09-16,0.0,G
2014-09-17,0.0,G
2014-09-18,0.0,G
2014-09-19,0.0,G
2014-09-20,0.0,G
2014-09-21,26.5,G
2014-09-22,5.9,G
2014-09-23,3.4,G
2014-09-24,3.5,G
2014-09-25,0.0,G
2014-09-26,0.0,G
2014-09-27,0.0,G
2014-09-28,0.0,G
2014-09-29,0.0,G
2014-09-30,0.0,G
2014-10-01,0.4,G
2014-10-02,0.6,G
2014-10-03,0.0,G
2014-10-04,0.0,G
2014-10-05,0.0,G
2014-10-06,0.4,G
2014-10-07,14.5,G
2014-10-08,2.5,G
2014-10-09,2.7,G
2014-10-10,1.3,G
2014-10-11,0.6,G
2014-10-12,17.0,G
2014-10-13,0.0,G
2014-10-14,0.0,G
2014-10-15,0.0,G
2014-10-16,0.0,G
2014-10-17,0.0,G
2014-10-18,16.0,G
2014-10-19,1.3,G
2014-10-20,3.0,G
2014-10-21,3.5,G
2014-10-22,0.0,G
2014-10-23,4.0,G
2014-10-24,7.2,G
2014-10-25,2.0,G
2014-10-26,0.0,G
2014-10-27,1.5,G
2014-10-28,0.0,G
2014-10-29,0.0,G
2014-10-30,0.0,G
2014-10-31,3.1,G
2014-11-01,7.0,G
2014-11-02,0.0,G
2014-11-03,3.8,G
2014-11-04,4.6,G
2014-11-05,1.0,G
2014-11-06,1.7,G
2014-11-07,0.0,G
2014-11-08,0.6,G
2014-11-09,4.5,G
2014-11-10,3.2,G
2014-11-11,0.0,G
2014-11-12,0.0,G
2014-11-13,2.5,G
2014-11-14,2.2,G
2014-11-15,2.3,G
2014-11-16,0.2,G
2014-11-17,3.0,G
2014-11-18,1.4,G
2014-11-19,0.0,G
2014-11-20,1.3,G
2014-11-21,0.0,G
2014-11-22,0.0,G
2014-11-23,2.0,G
2014-11-24,7.2,G
2014-11-25,0.0,G
2014-11-26,0.0,G
2014-11-27,0.0,G
2014-11-28,0.0,G
2014-11-29,0.0,G
2014-11-30,0.0,G
2014-12-01,0.0,G
2014-12-02,0.0,G
2014-12-03,0.0,G
2014-12-04,0.0,G
2014-12-05,1.6,G
2014-12-06,0.0,G
2014-12-07,2.9,G
2014-12-08,0.0,G
2014-12-09,1.5,G
2014-12-10,1.5,G
2014-12-11,1.5,G
2014-12-12,2.0,G
2014-12-13,0.0,G
2014-12-14,0.0,G
2014-12-15,2.4,G
2014-12-16,0.6,G
2014-12-17,0.0,G
2014-12-18,4.1,G
2014-12-19,0.0,G
2014-12-20,0.0,G
2014-12-21,3.4,G
2014-12-22,0.0,G
2014-12-23,0.0,G
2014-12-24,0.0,G
2014-12-25,0.0,G
2014-12-26,1.7,G
2014-12-27,0.0,G
2014-12-28,0.0,G
2014-12-29,0.0,G
2014-12-30,0.0,G
2014-12-31,0.0,G
2015-01-01,1.6,G
2015-01-02,0.0,G
2015-01-03,0.0,G
2015-01-04,0.0,G
2015-01-05,0.0,G
2015-01-06,1.4,G
2015-01-07,2.6,G
2015-01-08,0.0,G
2015-01-09,0.0,G
2015-01-10,14.0,G
2015-01-11,0.0,G
2015-01-12,7.6,G
2015-01-13,2.5,G
2015-01-14,0.0,G
2015-01-15,11.7,G
2015-01-16,0.0,G
2015-01-17,0.0,G
2015-01-18,0.0,G
2015-01-19,4.2,G
2015-01-20,1.8,G
2015-01-21,6.4,G
2015-01-22,2.4,G
2015-01-23,0.0,G
2015-01-24,2.5,G
2015-01-25,0.0,G
2015-01-26,8.0,G
2015-01-27,0.0,G
2015-01-28,4.0,G
2015-01-29,6.5,G
2015-01-30,7.0,G
2015-01-31,9.5,G
2015-02-01,11.0,G
2015-02-02,4.1,G
