Datum,Nederbördsmängd,Kvalitet
2015-03-19,0.0,G
2015-03-20,4.9,G
2015-03-21,0.6,G
2015-03-22,0.0,G
2015-03-23,0.4,G
2015-03-24,0.0,G
2015-03-25,0.0,G
2015-03-26,10.9,G
2015-03-27,0.0,G
2015-03-28,1.8,G
2015-03-29,3.4,G
2015-03-30,2.5,G
2015-03-31,0.0,G
2015-04-01,0.0,G
2015-04-02,0.0,G
2015-04-03,0.0,G
2015-04-04,0.0,G
2015-04-05,0.0,G
2015-04-06,0.0,G
2015-04-07,0.0,G
2015-04-08,0.0,G
2015-04-09,0.0,G
2015-04-10,0.0,G
2015-04-11,1.1,G
2015-04-12,3.3,G
2015-04-13,0.0,G
2015-04-14,3.2,G
2015-04-15,10.9,G
2015-04-16,0.0,G
2015-04-17,2.7,G
2015-04-18,0.0,G
2015-04-19,0.0,G
2015-04-20,0.0,G
2015-04-21,0.0,G
2015-04-22,0.0,G
2015-04-23,0.0,G
2015-04-24,0.0,G
2015-04-25,0.6,G
2015-04-26,0.0,G
2015-04-27,0.0,G
2015-04-28,0.0,G
2015-04-29,1.5,G
2015-04-30,6.2,G
2015-05-01,9.3,G
2015-05-02,0.3,G
2015-05-03,0.9,G
2015-05-04,6.9,G
2015-05-05,14.0,G
2015-05-06,0.0,G
2015-05-07,3.3,G
2015-05-08,0.0,G
2015-05-09,2.1,G
2015-05-10,1.8,G
2015-05-11,0.0,G
2015-05-12,5.8,G
2015-05-13,2.6,G
2015-05-14,0.0,G
2015-05-15,0.0,G
2015-05-16,1.9,G
2015-05-17,0.0,G
2015-05-18,1.3,G
2015-05-19,0.7,G
2015-05-20,4.6,G
2015-05-21,0.0,G
2015-05-22,3.2,G
2015-05-23,0.0,G
2015-05-24,0.5,G
2015-05-25,0.0,G
2015-05-26,2.3,G
2015-05-27,1.1,G
2015-05-28,3.9,G
2015-05-29,2.5,G
2015-05-30,3.5,G
2015-05-31,8.3,G
2015-06-01,0.5,G
2015-06-02,23.9,G
2015-06-03,0.3,G
2015-06-04,0.0,G
2015-06-05,0.0,G
2015-06-06,0.0,G
2015-06-07,0.0,G
2015-06-08,0.5,G
2015-06-09,0.0,G
2015-06-10,0.0,G
2015-06-11,0.0,G
2015-06-12,0.0,G
2015-06-13,15.0,G
2015-06-14,0.0,G
2015-06-15,0.0,G
2015-06-16,0.0,G
2015-06-17,10.9,G
2015-06-18,9.3,G
2015-06-19,3.4,G
2015-06-20,2.1,G
2015-06-21,2.1,G
2015-06-22,16.0,G
2015-06-23,9.5,G
2015-06-24,0.0,G
2015-06-25,0.0,G
2015-06-26,0.0,G
2015-06-27,0.0,G
2015-06-28,1.1,G
2015-06-29,0.0,G
2015-06-30,0.0,G
2015-07-01,0.0,G
2015-07-02,0.0,G
2015-07-03,0.0,G
2015-07-04,0.0,G
2015-07-05,5.8,G
2015-07-06,0.1,G
2015-07-07,2.2,G
2015-07-08,21.3,G
2015-07-09,3.2,G
2015-07-10,0.0,G
2015-07-11,0.0,G
2015-07-12,1.9,G
2015-07-13,0.0,G
2015-07-14,0.0,G
2015-07-15,0.0,G
2015-07-16,0.0,G
2015-07-17,2.0,G
2015-07-18,0.0,G
2015-07-19,1.6,G
2015-07-20,0.0,G
2015-07-21,1.9,G
2015-07-22,8.4,G
2015-07-23,0.0,G
2015-07-24,0.0,G
2015-07-25,7.2,G
2015-07-26,3.0,G
2015-07-27,1.9,G
2015-07-28,9.9,G
2015-07-29,2.9,G
2015-07-30,9.8,G
2015-07-31,0.0,G
2015-08-01,0.0,G
2015-08-02,0.0,G
2015-08-03,0.0,G
2015-08-04,9.4,G
2015-08-05,0.0,G
2015-08-06,0.0,G
2015-08-07,0.0,G
2015-08-08,0.0,G
2015-08-09,0.0,G
2015-08-10,0.7,G
2015-08-11,1.3,G
2015-08-12,0.0,G
2015-08-13,0.0,G
2015-08-14,0.0,G
2015-08-15,0.0,G
2015-08-16,0.0,G
2015-08-17,0.0,G
2015-08-18,0.0,G
2015-08-19,0.0,G
2015-08-20,0.0,G
2015-08-21,0.0,G
2015-08-22,0.0,G
2015-08-23,0.0,G
2015-08-24,3.3,G
2015-08-25,4.7,G
2015-08-26,0.0,G
2015-08-27,11.5,G
2015-08-28,0.0,G
2015-08-29,0.2,G
2015-08-30,0.0,G
2015-08-31,25.9,G
2015-09-01,15.7,G
2015-09-02,0.0,G
2015-09-03,12.0,G
2015-09-04,12.3,G
2015-09-05,21.5,G
2015-09-06,0.4,G
2015-09-07,0.0,G
2015-09-08,0.0,G
2015-09-09,0.0,G
2015-09-10,0.0,G
2015-09-11,0.0,G
2015-09-12,0.3,G
2015-09-13,0.4,G
2015-09-14,15.4,G
2015-09-15,4.0,G
2015-09-16,7.4,G
2015-09-17,6.9,G
2015-09-18,0.6,G
2015-09-19,0.0,G
2015-09-20,0.5,G
2015-09-21,1.7,G
2015-09-22,7.7,G
2015-09-23,5.0,G
2015-09-24,1.5,G
2015-09-25,0.4,G
2015-09-26,0.0,G
2015-09-27,0.0,G
2015-09-28,0.0,G
2015-09-29,0.0,G
2015-09-30,0.0,G
2015-10-01,0.0,G
2015-10-02,0.0,G
2015-10-03,0.0,G
2015-10-04,0.0,G
2015-10-05,0.0,G
2015-10-06,0.0,G
2015-10-07,0.0,G
2015-10-08,0.0,G
2015-10-09,0.0,G
2015-10-10,0.0,G
2015-10-11,0.0,G
2015-10-12,0.0,G
2015-10-13,0.0,G
2015-10-14,0.0,G
2015-10-15,0.0,G
2015-10-16,0.0,G
2015-10-17,0.0,G
2015-10-18,0.0,G
2015-10-19,0.0,G
2015-10-20,0.2,G
2015-10-21,0.5,G
2015-10-22,1.9,G
2015-10-23,0.0,G
2015-10-24,1.0,G
2015-10-25,0.0,G
2015-10-26,0.0,G
2015-10-27,0.0,G
2015-10-28,0.0,G
2015-10-29,0.0,G
2015-10-30,0.0,G
2015-10-31,0.0,G
2015-11-01,0.0,G
2015-11-02,0.0,G
2015-11-03,0.0,G
2015-11-04,0.3,G
2015-11-05,2.5,G
2015-11-06,0.7,G
2015-11-07,9.0,G
2015-11-08,1.4,G
2015-11-09,4.2,G
2015-11-10,0.2,G
2015-11-11,1.7,G
2015-11-12,2.6,G
2015-11-13,15.6,G
2015-11-14,0.0,G
2015-11-15,0.0,G
2015-11-16,1.8,G
2015-11-17,5.6,G
2015-11-18,3.8,G
2015-11-19,5.7,G
2015-11-20,0.0,G
2015-11-21,0.0,G
2015-11-22,0.0,G
2015-11-23,0.8,G
2015-11-24,0.9,G
2015-11-25,0.7,G
2015-11-26,0.0,G
2015-11-27,2.0,G
2015-11-28,2.5,G
2015-11-29,24.0,G
2015-11-30,0.0,G
2015-12-01,0.0,G
2015-12-02,0.2,G
2015-12-03,1.9,G
2015-12-04,7.0,G
2015-12-05,5.1,G
2015-12-06,9.0,G
2015-12-07,0.0,G
2015-12-08,1.4,G
2015-12-09,0.0,G
2015-12-10,4.8,G
2015-12-11,5.7,G
2015-12-12,0.0,G
2015-12-13,0.0,G
2015-12-14,0.0,G
2015-12-15,0.0,G
2015-12-16,1.4,G
2015-12-17,1.5,G
2015-12-18,0.5,G
2015-12-19,1.7,G
2015-12-20,1.1,G
2015-12-21,10.3,G
2015-12-22,1.5,G
2015-12-23,0.8,G
2015-12-24,5.0,G
2015-12-25,5.2,G
2015-12-26,1.1,G
2015-12-27,9.3,G
2015-12-28,0.0,G
2015-12-29,0.0,G
2015-12-30,0.0,G
2015-12-31,0.0,G
2016-01-01,0.0,G
2016-01-02,0.5,G
2016-01-03,0.0,G
2016-01-04,0.3,G
2016-01-05,2.4,G
2016-01-06,0.0,G
2016-01-07,1.0,G
2016-01-08,8.8,G
2016-01-09,4.8,G
2016-01-10,5.5,G
2016-01-11,0.0,G
2016-01-12,1.4,G
2016-01-13,0.0,G
2016-01-14,0.0,G
2016-01-15,0.0,G
2016-01-16,0.0,G
2016-01-17,0.0,G
2016-01-18,7.2,G
2016-01-19,0.9,G
2016-01-20,0.0,G
2016-01-21,0.0,G
2016-01-22,0.0,G
2016-01-23,0.0,G
2016-01-24,0.0,G
2016-01-25,0.8,G
2016-01-26,2.5,G
2016-01-27,5.8,G
2016-01-28,0.5,G
2016-01-29,3.6,G
2016-01-30,2.1,G
2016-01-31,0.0,G
2016-02-01,6.8,G
2016-02-02,12.3,G
2016-02-03,0.0,G
2016-02-04,0.0,G
2016-02-05,0.9,G
2016-02-06,3.0,G
2016-02-07,0.7,G
2016-02-08,4.3,G
2016-02-09,8.2,G
2016-02-10,15.7,G
2016-02-11,0.8,G
2016-02-12,0.5,G
2016-02-13,0.0,G
2016-02-14,0.0,G
2016-02-15,0.0,G
2016-02-16,0.0,G
2016-02-17,2.3,G
2016-02-18,0.3,G
2016-02-19,0.0,G
2016-02-20,6.9,G
2016-02-21,2.4,G
2016-02-22,1.1,G
2016-02-23,0.0,G
2016-02-24,0.0,G
2016-02-25,0.0,G
2016-02-26,0.0,G
2016-02-27,0.0,G
2016-02-28,0.0,G
2016-02-29,0.0,G
2016-03-01,0.0,G
2016-03-02,7.0,G
2016-03-03,8.0,G
2016-03-04,0.0,G
2016-03-05,3.2,G
2016-03-06,15.5,G
2016-03-07,2.7,G
2016-03-08,0.6,G
2016-03-09,0.0,G
2016-03-10,0.0,G
2016-03-11,0.0,G
2016-03-12,0.0,G
2016-03-13,0.0,G
2016-03-14,0.0,G
2016-03-15,0.0,G
2016-03-16,0.0,G
2016-03-17,0.0,G
2016-03-18,0.0,G
2016-03-19,0.0,G
2016-03-20,0.0,G
2016-03-21,0.0,G
2016-03-22,1.0,G
2016-03-23,0.0,G
2016-03-24,0.5,G
2016-03-25,2.7,G
2016-03-26,0.0,G
2016-03-27,1.3,G
2016-03-28,0.3,G
2016-03-29,1.5,G
2016-03-30,0.0,G
2016-03-31,1.2,G
2016-04-01,0.0,G
2016-04-02,0.0,G
2016-04-03,0.8,G
2016-04-04,1.4,G
2016-04-05,22.0,G
2016-04-06,6.2,G
2016-04-07,3.1,G
2016-04-08,0.7,G
2016-04-09,0.0,G
2016-04-10,0.0,G
2016-04-11,0.0,G
2016-04-12,0.0,G
2016-04-13,0.0,G
2016-04-14,0.0,G
2016-04-15,4.2,G
2016-04-16,3.5,G
2016-04-17,4.7,G
2016-04-18,6.3,G
2016-04-19,2.5,G
2016-04-20,0.0,G
2016-04-21,0.0,G
2016-04-22,0.0,G
2016-04-23,0.2,G
2016-04-24,0.0,G
2016-04-25,2.6,G
2016-04-26,0.0,G
2016-04-27,1.4,G
2016-04-28,3.2,G
2016-04-29,0.5,G
2016-04-30,0.0,G
2016-05-01,0.0,G
2016-05-02,0.0,G
2016-05-03,0.0,G
2016-05-04,0.0,G
2016-05-05,0.0,G
2016-05-06,0.0,G
2016-05-07,0.0,G
2016-05-08,0.0,G
2016-05-09,0.0,G
2016-05-10,0.0,G
2016-05-11,0.0,G
2016-05-12,0.0,G
2016-05-13,13.9,G
2016-05-14,0.8,G
2016-05-15,2.2,G
2016-05-16,3.5,G
2016-05-17,0.0,G
2016-05-18,0.0,G
2016-05-19,0.0,G
2016-05-20,6.8,G
2016-05-21,0.0,G
2016-05-22,0.0,G
2016-05-23,0.0,G
2016-05-24,5.8,G
2016-05-25,0.0,G
2016-05-26,0.0,G
2016-05-27,1.3,G
2016-05-28,0.5,G
2016-05-29,0.0,G
2016-05-30,0.0,G
2016-05-31,0.0,G
2016-06-01,0.0,G
2016-06-02,0.0,G
2016-06-03,0.0,G
2016-06-04,0.0,G
2016-06-05,0.0,G
2016-06-06,0.0,G
2016-06-07,0.0,G
2016-06-08,0.0,G
2016-06-09,9.5,G
2016-06-10,0.0,G
2016-06-11,0.0,G
2016-06-12,0.0,G
2016-06-13,0.0,G
2016-06-14,4.5,G
2016-06-15,7.7,G
2016-06-16,0.3,G
2016-06-17,1.3,G
2016-06-18,7.0,G
2016-06-19,0.0,G
2016-06-20,0.0,G
2016-06-21,0.0,G
2016-06-22,1.1,G
2016-06-23,16.5,G
2016-06-24,0.0,G
2016-06-25,1.2,G
2016-06-26,0.0,G
2016-06-27,1.3,G
2016-06-28,0.0,G
2016-06-29,0.3,G
2016-06-30,1.7,G
2016-07-01,11.2,G
2016-07-02,9.8,G
2016-07-03,1.0,G
2016-07-04,0.5,G
2016-07-05,0.8,G
2016-07-06,0.0,G
2016-07-07,2.2,G
2016-07-08,0.0,G
2016-07-09,0.0,G
2016-07-10,0.6,G
2016-07-11,7.9,G
2016-07-12,0.8,G
2016-07-13,0.0,G
2016-07-14,0.0,G
2016-07-15,2.7,G
2016-07-16,0.7,G
2016-07-17,0.0,G
2016-07-18,0.0,G
2016-07-19,0.0,G
2016-07-20,0.0,G
2016-07-21,0.0,G
2016-07-22,0.0,G
2016-07-23,0.0,G
2016-07-24,0.0,G
2016-07-25,0.0,G
2016-07-26,0.0,G
2016-07-27,3.1,G
2016-07-28,0.4,G
2016-07-29,0.0,G
2016-07-30,0.8,G
2016-07-31,0.7,G
2016-08-01,1.3,G
2016-08-02,0.3,G
2016-08-03,7.8,G
2016-08-04,1.2,G
2016-08-05,0.0,G
2016-08-06,0.0,G
2016-08-07,0.4,G
2016-08-08,3.2,G
2016-08-09,0.6,G
2016-08-10,1.3,G
2016-08-11,0.5,G
2016-08-12,6.7,G
2016-08-13,4.0,G
2016-08-14,0.6,G
2016-08-15,0.0,G
2016-08-16,1.3,G
2016-08-17,1.8,G
2016-08-18,3.0,G
2016-08-19,0.0,G
2016-08-20,4.5,G
2016-08-21,0.0,G
2016-08-22,1.7,G
2016-08-23,0.0,G
2016-08-24,0.0,G
2016-08-25,0.0,G
2016-08-26,0.0,G
2016-08-27,0.0,G
2016-08-28,22.9,G
2016-08-29,1.9,G
2016-08-30,0.0,G
2016-08-31,0.0,G
2016-09-01,0.0,G
2016-09-02,1.1,G
2016-09-03,7.1,G
2016-09-04,0.0,G
2016-09-05,0.0,G
2016-09-06,0.3,G
2016-09-07,0.0,G
2016-09-08,0.0,G
2016-09-09,0.0,G
2016-09-10,0.5,G
2016-09-11,0.0,G
2016-09-12,0.0,G
2016-09-13,0.0,G
2016-09-14,0.0,G
2016-09-15,0.0,G
2016-09-16,0.0,G
2016-09-17,0.0,G
2016-09-18,0.0,G
2016-09-19,0.0,G
2016-09-20,0.0,G
2016-09-21,0.0,G
2016-09-22,0.0,G
2016-09-23,1.4,G
2016-09-24,0.0,G
2016-09-25,0.0,G
2016-09-26,0.0,G
2016-09-27,17.1,G
2016-09-28,5.8,G
2016-09-29,6.7,G
2016-09-30,1.9,G
2016-10-01,0.2,G
2016-10-02,0.0,G
2016-10-03,0.0,G
2016-10-04,0.0,G
2016-10-05,0.0,G
2016-10-06,0.0,G
2016-10-07,0.0,G
2016-10-08,2.4,G
2016-10-09,7.9,G
2016-10-10,0.0,G
2016-10-11,0.0,G
2016-10-12,0.0,G
2016-10-13,0.0,G
2016-10-14,0.0,G
2016-10-15,0.0,G
2016-10-16,0.8,G
2016-10-17,0.0,G
2016-10-18,2.0,G
2016-10-19,1.7,G
2016-10-20,0.7,G
2016-10-21,11.5,G
2016-10-22,23.5,G
2016-10-23,5.9,G
2016-10-24,3.5,G
2016-10-25,0.3,G
2016-10-26,1.1,G
2016-10-27,5.6,G
2016-10-28,0.0,G
2016-10-29,0.0,G
2016-10-30,0.0,G
2016-10-31,14.1,G
2016-11-01,5.2,G
2016-11-02,3.3,G
2016-11-03,2.1,G
2016-11-04,6.0,G
2016-11-05,19.5,G
2016-11-06,1.5,G
2016-11-07,3.6,G
2016-11-08,3.1,G
2016-11-09,0.0,G
2016-11-10,0.0,G
2016-11-11,0.0,G
2016-11-12,0.0,G
2016-11-13,0.0,G
2016-11-14,2.1,G
2016-11-15,3.6,G
2016-11-16,2.5,G
2016-11-17,5.8,G
2016-11-18,4.2,G
2016-11-19,0.0,G
2016-11-20,5.7,G
2016-11-21,2.3,G
2016-11-22,0.0,G
2016-11-23,0.0,G
2016-11-24,0.0,G
2016-11-25,0.0,G
2016-11-26,0.0,G
2016-11-27,0.0,G
2016-11-28,0.0,G
2016-11-29,0.3,G
2016-11-30,0.0,G
2016-12-01,2.5,G
2016-12-02,0.0,G
2016-12-03,0.0,G
2016-12-04,0.0,G
2016-12-05,0.0,G
2016-12-06,0.0,G
2016-12-07,5.3,G
2016-12-08,0.0,G
